Index,True Label,Embedding
0,11,"[ 0.02906703  0.01348128 -0.03379385 ... -0.01507297  0.04490491
 -0.01757112]"
1,55,"[-0.00107069  0.00672107  0.00483178 ...  0.01192     0.01038045
 -0.00364066]"
2,6,"[-0.01265232  0.00308595 -0.04073112 ... -0.03532925  0.04505949
  0.04494486]"
3,227,[0.03192526 0.03051852 0.02146176 ... 0.01427979 0.00654706 0.0715391 ]
4,204,"[ 0.02690893 -0.00442683  0.04063867 ...  0.01152529  0.01186521
 -0.01584492]"
5,164,"[ 0.00319869 -0.00876645 -0.01787503 ... -0.02818401  0.00453403
  0.03503217]"
6,267,"[-0.02908047 -0.04699721  0.00110098 ... -0.02274503  0.00663753
  0.01159104]"
7,338,"[ 0.00063495 -0.04774778  0.05824161 ...  0.01727885 -0.01562548
  0.034635  ]"
8,50,"[-0.03947711  0.04476967  0.00957709 ...  0.05844492 -0.06147475
  0.00884444]"
9,237,"[-0.01687275 -0.01514544  0.01552442 ...  0.05952416 -0.01711208
  0.05308721]"
10,4,"[-0.03865067  0.01974515 -0.02071797 ...  0.02148789  0.00647183
  0.09588639]"
11,250,"[ 0.01532027  0.06017944  0.00357776 ... -0.05785743  0.00853468
 -0.00210809]"
12,157,"[ 0.02250739  0.00689801 -0.01356663 ...  0.01434597 -0.03174835
  0.00122425]"
13,339,"[-0.06952233  0.05954664  0.01999906 ...  0.03784767 -0.02122769
 -0.00897204]"
14,209,"[-0.01148058 -0.00909623 -0.04948091 ... -0.02073812  0.04060517
  0.03887379]"
15,310,"[ 0.03240956 -0.01908204  0.01658525 ... -0.03545863  0.02218115
  0.03383145]"
16,71,"[ 0.05993072  0.03384931 -0.01542812 ...  0.01087312 -0.02222241
  0.05510396]"
17,496,"[ 0.02023391  0.02846058 -0.01946039 ... -0.07259853  0.00326624
  0.0351298 ]"
18,213,"[ 0.01467632 -0.02217257  0.04381386 ...  0.00726068  0.03662073
  0.01479784]"
19,427,"[-0.02201839 -0.05008671  0.01800369 ...  0.00029595  0.02896035
  0.07626483]"
20,128,"[ 0.00565428  0.01839679  0.00719912 ... -0.05715273  0.00476272
 -0.003416  ]"
21,285,"[-0.00843451 -0.01174431  0.04516992 ... -0.01289713  0.01041583
  0.00382196]"
22,483,"[-0.01030308 -0.01042312 -0.00182291 ... -0.01580941  0.00077894
  0.00101831]"
23,356,"[-0.02406888  0.05027503  0.01410002 ...  0.00679242  0.03111574
  0.05321221]"
24,420,"[ 0.00472014  0.04169758 -0.00916111 ...  0.07855931  0.0304685
  0.00921594]"
25,296,"[-0.01218533  0.06071357  0.02166439 ...  0.0018915  -0.05253919
  0.05111627]"
26,372,"[ 0.03634924  0.00169201 -0.05996845 ... -0.0584314  -0.05899534
 -0.00503602]"
27,152,"[-0.07787195  0.00653723  0.02229245 ... -0.00960634  0.03731682
 -0.04533111]"
28,463,"[ 0.02465777 -0.01353133 -0.0226328  ...  0.05073732 -0.00486874
  0.01546333]"
29,285,"[-0.01252501  0.0031461  -0.04374079 ...  0.00752019 -0.07154657
 -0.0295824 ]"
30,407,[0.01930637 0.04905822 0.01323982 ... 0.01779207 0.0064608  0.00175416]
31,67,"[-0.01121668  0.0296449  -0.00916014 ...  0.01519849 -0.05529946
  0.01254814]"
0,190,"[-0.01088163  0.02338331  0.02075947 ... -0.01658474 -0.040349
  0.07047284]"
1,341,"[ 0.0294006   0.04961012  0.01859133 ...  0.02095665 -0.01264087
  0.02401548]"
2,372,"[-0.03414665 -0.02179137 -0.01823555 ... -0.04067103  0.01828209
 -0.01465457]"
3,173,"[-0.01550624  0.00735141 -0.04158108 ... -0.02922213 -0.04292232
  0.04722233]"
4,111,"[ 0.03184203  0.00912946  0.00243712 ... -0.02622247  0.01591054
  0.01588993]"
5,45,"[ 0.00666632  0.05213736 -0.04899635 ... -0.02697302  0.00057246
  0.08492838]"
6,197,"[ 0.00118257 -0.00277862  0.01535978 ... -0.0036805   0.02519532
  0.04036805]"
7,471,"[-0.04113819  0.01024625  0.01614104 ...  0.03508008 -0.01842268
  0.02133374]"
8,294,"[ 0.05122372 -0.01928031 -0.01775391 ... -0.00696534  0.01461038
  0.01069261]"
9,413,"[ 0.0054625   0.02346095 -0.01551083 ... -0.00118893  0.00357576
 -0.02103734]"
10,259,"[-0.02303919 -0.0185062  -0.028282   ... -0.0649427   0.03514012
 -0.00736128]"
11,373,"[ 0.00682362 -0.01711113 -0.03197402 ...  0.02862271  0.00792234
  0.02831293]"
12,254,"[-0.02807693 -0.00260753  0.01441101 ...  0.0221176  -0.0255338
  0.06946667]"
13,91,"[-0.02681041  0.02477103 -0.0207397  ...  0.00176929 -0.01728949
 -0.02182763]"
14,334,"[-0.00439016  0.02020869 -0.00778324 ... -0.02406809  0.04270582
  0.08112396]"
15,129,"[-0.03101994  0.0020195  -0.00896269 ... -0.04642772  0.08117568
  0.03393199]"
16,408,"[ 0.07615358 -0.00975068  0.03055712 ... -0.02764416  0.01530531
 -0.00199197]"
17,356,"[-0.03888438 -0.00309816 -0.02912322 ... -0.03869648  0.04540111
  0.09335399]"
18,345,"[ 0.03920441 -0.03317654  0.00522158 ... -0.0190069   0.07656222
  0.00873468]"
19,343,"[-0.03434327  0.06561773 -0.03819032 ... -0.01139035  0.03303391
  0.02498459]"
20,291,"[-0.00955272  0.01174898  0.02607176 ... -0.023005    0.01580442
  0.02844422]"
21,386,"[ 0.00951492  0.01019453 -0.04840931 ... -0.03195654 -0.02087056
 -0.00816274]"
22,295,"[ 0.00194123 -0.02452999  0.00787643 ...  0.01240928 -0.02331732
 -0.00969825]"
23,163,"[ 0.05897033 -0.00038442 -0.02947914 ... -0.02354734  0.0074502
  0.04878548]"
24,160,"[ 0.04579737  0.04213651  0.07101072 ... -0.02431217  0.01645457
  0.02839422]"
25,162,"[ 0.06004222  0.04535691 -0.0019827  ...  0.03067513 -0.01876324
  0.06173417]"
26,428,"[-0.03638635 -0.00316639 -0.02585594 ... -0.01315445 -0.01917933
  0.03924575]"
27,142,"[ 0.01085479 -0.011166    0.06113383 ...  0.04028776 -0.02282256
  0.01602134]"
28,131,"[-0.01264978 -0.01821845 -0.01404802 ... -0.00234615  0.02758161
  0.06178876]"
29,64,"[ 0.00602223 -0.02986825 -0.04647227 ... -0.01609836 -0.00886406
  0.08273736]"
30,188,"[-0.00999867  0.04067274 -0.0120175  ...  0.00589635  0.04014343
  0.02844583]"
31,480,"[-0.00113236  0.0011669  -0.02305355 ...  0.01140455  0.03528222
 -0.032444  ]"
0,6,"[-0.03692772 -0.00070513 -0.03092538 ... -0.03517954 -0.03715429
  0.03082458]"
1,409,"[-0.01871101  0.00114427  0.04633809 ...  0.01446906 -0.00549438
  0.04219468]"
2,492,"[ 0.00708303  0.05014596  0.02956    ...  0.02375934 -0.04421939
 -0.03967157]"
3,21,"[-0.00824893 -0.03703569  0.00567356 ... -0.05352532  0.10997302
  0.03851192]"
4,472,"[-0.02247993  0.03433171 -0.00391848 ... -0.01697694 -0.01098125
 -0.00533969]"
5,470,"[-0.01524903 -0.00509415 -0.0344471  ...  0.00047381  0.00307851
  0.02607733]"
6,357,"[ 0.00814864 -0.0093747  -0.01261102 ...  0.05375369 -0.00213869
  0.00230151]"
7,217,"[-0.01097683  0.05935499  0.00487575 ...  0.02386406  0.02995266
  0.0263051 ]"
8,324,"[ 0.02465735  0.01587071  0.0532792  ... -0.00923577  0.02751986
  0.01180254]"
9,324,"[ 0.01101379 -0.02961008 -0.0373675  ... -0.01119653 -0.01694631
 -0.00829746]"
10,69,"[ 0.07386676  0.00430795 -0.0452235  ... -0.01677605 -0.00407561
  0.06153803]"
11,73,"[ 0.02493221  0.0025228  -0.01105844 ...  0.01394025 -0.01090924
  0.04185535]"
12,161,"[-0.06238544 -0.00879446 -0.02511019 ... -0.00334246 -0.05659128
  0.03412041]"
13,390,"[-0.02102154  0.00935848 -0.00631701 ... -0.05319038 -0.02774785
  0.04970494]"
14,345,"[-0.01626071  0.04731906 -0.03059402 ... -0.00553126  0.03342921
 -0.01767392]"
15,132,"[-0.00725195 -0.01468655 -0.0199596  ... -0.02125435  0.00881593
  0.04562007]"
16,102,"[-0.01436791  0.01961901 -0.01199449 ...  0.04087427 -0.00660598
  0.06025433]"
17,68,"[-0.03062767  0.00518916 -0.00815038 ...  0.01134255 -0.00289725
  0.04859182]"
18,9,"[ 0.00407534  0.00485945 -0.04495963 ... -0.07046883  0.00690666
  0.02438909]"
19,47,"[ 0.00369558  0.04687737  0.04959876 ...  0.00288382 -0.06337593
 -0.02058833]"
20,270,"[-0.08022751 -0.06064403  0.00208225 ... -0.03054041  0.013071
 -0.04448201]"
21,257,"[ 0.00413043  0.0754151  -0.03103397 ...  0.00794176  0.0041258
  0.06592416]"
22,120,"[-0.01507701  0.057548    0.01904578 ...  0.00575821  0.00540179
 -0.00191902]"
23,31,[0.0116525  0.03758693 0.03603362 ... 0.02252468 0.00122656 0.03259466]
24,115,"[ 0.01351275  0.03799099 -0.00531274 ... -0.06977814  0.03505488
  0.01521214]"
25,24,"[-0.02212466  0.0428071   0.03439419 ...  0.00971186  0.00033669
 -0.01608654]"
26,121,"[ 0.02192968  0.01242012  0.00105759 ...  0.00738962 -0.00649501
  0.00652474]"
27,267,"[-0.02370665 -0.03303862  0.01873896 ... -0.00111234  0.03682353
  0.04110914]"
28,310,"[ 0.0299437   0.03317968 -0.02123418 ...  0.01440085  0.00209761
  0.03698748]"
29,339,"[ 0.0556406  -0.02255847  0.01163142 ... -0.01169064 -0.02109056
  0.0463658 ]"
30,104,"[-0.03234727 -0.02905201 -0.06352764 ... -0.04309144  0.02859297
  0.03553787]"
31,488,"[-0.02995898  0.0207056  -0.01735028 ...  0.05514085  0.02528647
  0.03801659]"
0,211,"[-0.04024786 -0.02192413  0.02533743 ...  0.00088008 -0.03114462
  0.04230632]"
1,357,"[-0.01124226 -0.00145114  0.01016995 ...  0.02658523 -0.02279573
 -0.01126688]"
2,15,"[ 0.03639486 -0.04668127  0.0082643  ... -0.08995318  0.00265199
  0.05991738]"
3,400,"[ 0.03575565  0.00944475 -0.00713106 ... -0.01137233  0.00610328
  0.019262  ]"
4,385,"[ 0.05042185 -0.0440662   0.03876703 ...  0.00053291  0.01582721
  0.02213784]"
5,313,"[ 0.01098458 -0.01578224 -0.02002127 ...  0.05282633 -0.03623305
  0.03584257]"
6,287,"[-0.02271981  0.01958679  0.05322672 ...  0.06481387 -0.01730849
  0.05940618]"
7,216,"[ 0.05007803 -0.04422572  0.00327743 ...  0.00577239  0.05347473
  0.04913115]"
8,14,"[ 0.02278869 -0.0090396   0.0533518  ...  0.00810248 -0.05919109
  0.00174113]"
9,309,"[ 0.00123964 -0.0068487  -0.01752912 ... -0.0128841   0.03784816
  0.02498014]"
10,478,"[-0.01254286  0.02163079 -0.01106764 ... -0.00121665 -0.01616198
 -0.03114127]"
11,361,"[ 0.00915843  0.00063041 -0.01135735 ... -0.00391464  0.031371
  0.01174892]"
