Index,True Label,Embedding
0,1593,"[ 0.00789574 -0.04497328  0.01616704 ...  0.00513889 -0.01646007
  0.00333615]"
1,559,"[-0.02701304  0.02038994  0.01248238 ... -0.00952661 -0.02128295
  0.01157954]"
2,208,"[ 0.05003051 -0.0192103  -0.01527602 ...  0.00948443 -0.01867212
  0.00999217]"
3,33,"[ 0.00089777 -0.01375645 -0.00955313 ...  0.01690481 -0.00716303
  0.02197842]"
4,324,"[-0.01257893  0.00303235  0.02391135 ... -0.04432515 -0.04672761
  0.02114905]"
5,663,"[ 0.03918847  0.00803868  0.06817764 ... -0.01955282 -0.03434024
  0.01574081]"
6,337,"[-0.0123295  -0.00046241  0.02767354 ... -0.00973147  0.04518082
  0.02205441]"
7,13,"[ 0.00716498  0.01048415 -0.02106925 ...  0.00392734 -0.04413187
  0.04359492]"
8,389,"[-0.00758328 -0.01717494 -0.02014215 ... -0.00732784  0.0213468
  0.00144237]"
9,227,"[-0.01121566  0.01998507 -0.01248852 ...  0.015451   -0.00923778
  0.01740492]"
10,49,"[ 0.05846045  0.01486928 -0.03839268 ...  0.02535502  0.00815942
 -0.01105402]"
11,16,"[-0.05419519  0.00064095 -0.01480294 ...  0.0074985  -0.00888017
 -0.00962186]"
12,609,"[ 0.05194829  0.01967336 -0.01367884 ...  0.02774079 -0.02546741
  0.04929446]"
13,369,"[ 0.00896064 -0.00834966 -0.00185412 ... -0.03511976 -0.03964311
  0.00851349]"
14,1164,"[-0.03678206 -0.0035254  -0.00150689 ... -0.01722445 -0.01047321
 -0.01585337]"
15,1744,"[ 0.02168975  0.00857095 -0.00019832 ... -0.00078014 -0.01659284
  0.00859784]"
16,102,"[ 0.04244744 -0.01868416 -0.0031512  ...  0.00387193  0.00128171
 -0.03838637]"
17,113,"[-0.04395096  0.00567605 -0.00855082 ... -0.02350175  0.00902282
  0.02029505]"
18,728,"[ 0.00231841 -0.02147794 -0.05935448 ...  0.00256631 -0.000205
  0.00927891]"
19,862,"[ 0.00951478 -0.00377363  0.00452607 ...  0.02242669 -0.01078692
 -0.00178333]"
20,704,"[ 0.03975841  0.00984561 -0.00465151 ...  0.01311709  0.01159261
  0.01260782]"
21,160,"[ 0.01671399 -0.00129223 -0.02435303 ... -0.04487566 -0.00536346
 -0.00421469]"
22,1130,"[ 0.00825401  0.00714282 -0.01403877 ... -0.00783332 -0.00669812
  0.03011416]"
