Index,True Label,Embedding
0,1010,"[ 0.01889954 -0.04164896  0.01520963 ...  0.0015617   0.02119342
 -0.03189632]"
1,88,"[-0.04560195 -0.02669949 -0.02500473 ...  0.01464797 -0.00632857
 -0.02743499]"
2,262,"[-0.00786799  0.02291837 -0.00249082 ... -0.02570745 -0.04608955
  0.03672789]"
3,174,"[ 0.02101976  0.00157577  0.04591105 ... -0.00919043 -0.02953821
  0.01057217]"
4,715,"[-0.02909694 -0.02023038 -0.05106783 ...  0.00491013 -0.04360138
  0.01523427]"
5,541,"[ 0.01273324  0.02362023  0.01140194 ... -0.01177016 -0.01752187
  0.01229987]"
6,177,"[-0.01499515 -0.03071564  0.00694282 ... -0.0131511   0.02767264
  0.02184983]"
7,147,"[ 0.01169634 -0.01526357  0.01810322 ... -0.01652624 -0.03353117
  0.02396983]"
8,64,"[ 0.01207225  0.01237812  0.00092502 ... -0.02714736  0.03218374
 -0.02764538]"
9,357,"[ 0.0183001   0.04190716 -0.00764247 ... -0.01421479 -0.01052616
  0.00604693]"
10,1517,"[-0.01291164  0.00222836  0.00785767 ... -0.02977591  0.00197644
 -0.01627797]"
11,904,"[ 0.07381978 -0.00639893 -0.0039693  ... -0.00659221  0.006984
  0.01597335]"
12,417,"[-0.00584168  0.02882027 -0.01264784 ...  0.00298517  0.03527915
 -0.01136753]"
13,11,"[ 0.04256399 -0.00439605  0.01293015 ... -0.01315412  0.03263765
  0.00348744]"
14,177,"[ 0.00956504 -0.04297033  0.00498116 ...  0.01282994 -0.02425506
  0.00839615]"
15,140,"[ 0.01828186  0.03860693 -0.01426466 ...  0.00607518 -0.01414941
  0.02404544]"
16,1386,"[-0.06178081  0.00320064 -0.01787687 ... -0.0159323  -0.01181065
  0.03765038]"
17,721,"[ 0.06337763 -0.0480539   0.01595294 ...  0.04516681 -0.02699333
 -0.01698676]"
18,388,"[-0.01777093 -0.00164558 -0.0381071  ...  0.00323804 -0.03544791
 -0.01464795]"
19,60,"[ 0.03410485  0.03169983 -0.0176557  ... -0.03426941  0.0072114
  0.0153175 ]"
20,144,"[ 0.04218926  0.03756138 -0.01833096 ... -0.05790405 -0.02718949
 -0.01646302]"
21,369,"[-0.04161097 -0.04192641  0.00693607 ... -0.00179998  0.01988414
  0.00709318]"
22,499,"[ 0.00200162  0.02237729  0.00213061 ... -0.00450241 -0.01294043
 -0.003624  ]"
23,804,"[-0.0244507   0.00582032  0.01294493 ... -0.01488787  0.05407182
  0.05320301]"
24,1127,"[ 0.02626794 -0.01625193 -0.01929844 ...  0.02202708 -0.01691625
 -0.0121621 ]"
25,329,"[-0.0185077   0.09067255 -0.01359462 ... -0.02148705  0.01949268
  0.02476136]"
26,291,"[-0.04050997  0.00524424 -0.04733802 ... -0.01101573 -0.02286036
 -0.02240827]"
27,335,"[ 0.00103545 -0.02194108 -0.02532227 ...  0.04269644 -0.01740495
  0.03349131]"
28,1530,"[-0.01092167 -0.00122903  0.00177497 ...  0.01713844  0.05552375
  0.04652845]"
29,1530,"[-0.01969089  0.02820894 -0.02252299 ... -0.01600825  0.05266757
 -0.0083494 ]"
30,200,"[-0.04412374  0.02491262  0.04154395 ... -0.0038951  -0.01233347
  0.01749017]"
31,224,"[-0.01494385  0.00620337 -0.06286322 ...  0.00441173 -0.02654366
 -0.00088441]"
0,64,"[-0.00402451  0.02009386  0.02601465 ... -0.02456362 -0.01891067
 -0.0387954 ]"
1,697,"[-0.03233663 -0.00764711 -0.00520406 ...  0.01295507  0.0026767
  0.00353058]"
