Index,True Label,Embedding
0,34,"[ 0.00555712  0.01063452 -0.00151926 ...  0.00594679  0.01346269
 -0.04457061]"
1,47,"[ 0.02841599 -0.00169674 -0.02720558 ...  0.00703417 -0.02267149
  0.00575051]"
2,204,"[ 0.03310435  0.02400601 -0.00034505 ...  0.00087334  0.02417216
 -0.0274241 ]"
3,111,"[ 0.02211622  0.03207702 -0.01576636 ... -0.01440574 -0.01613417
 -0.00761867]"
4,202,"[-0.03379858  0.02498543 -0.02240204 ... -0.02864523  0.009268
 -0.02659866]"
5,141,"[-0.00436805  0.04489425 -0.03751369 ... -0.00973304 -0.0060626
 -0.03679404]"
6,208,"[ 0.00342127  0.01776172  0.01581904 ... -0.02409874  0.02896073
 -0.04099464]"
7,184,"[ 0.05069379 -0.01255331 -0.04973752 ...  0.00284896  0.00204026
  0.00295207]"
8,76,"[ 0.03236923  0.03109843 -0.0132799  ...  0.01943547 -0.00919977
 -0.00177021]"
9,30,"[ 0.02382359  0.02138577 -0.05083984 ... -0.02202334  0.01148495
 -0.02184761]"
10,201,"[ 0.00366719 -0.0035475  -0.05345628 ...  0.01826462  0.04258759
 -0.02396449]"
11,130,"[ 0.00241336  0.03028706 -0.00521063 ...  0.01776187  0.01686727
  0.01857455]"
12,118,"[-0.00607401  0.0132041  -0.03196422 ... -0.01517954  0.02001879
 -0.00960578]"
13,203,"[ 0.00458776  0.00821721 -0.03167462 ... -0.02614568  0.02062475
 -0.02246679]"
14,182,"[-0.0027349   0.01816382 -0.05151078 ... -0.0156136   0.01287354
 -0.00509559]"
15,15,"[ 0.00281758  0.02637113 -0.01928908 ...  0.00678405  0.03181198
  0.01801619]"
16,3,"[ 0.00844481 -0.01847114 -0.01148491 ... -0.00666699  0.02831453
 -0.0158202 ]"
17,152,"[ 0.02470008  0.01740653 -0.01686496 ...  0.02817888 -0.00176181
 -0.00015752]"
18,138,"[-0.00849605  0.00322348 -0.00222916 ... -0.01235464  0.02890709
 -0.01203488]"
19,150,"[-0.00335982  0.01183582 -0.01510494 ...  0.01697423  0.0499126
 -0.03398487]"
20,99,"[ 0.03622204  0.02288006 -0.00464311 ... -0.00802614  0.01502149
 -0.02245865]"
21,165,"[ 0.01090541 -0.02188893 -0.00227763 ... -0.01313774 -0.01497201
 -0.00391493]"
22,107,"[-0.00698364 -0.01682895 -0.01484911 ...  0.00581741  0.00649702
 -0.01221549]"
23,29,"[ 0.01672048  0.01483449 -0.00270871 ... -0.02724535  0.01063228
 -0.01836491]"
24,82,"[ 0.01734817  0.02698911 -0.00797113 ...  0.00513318  0.06439242
  0.01619127]"
25,135,"[ 0.00491184 -0.00155122 -0.01510932 ... -0.02084462  0.02781761
 -0.01113666]"
26,159,"[ 0.04502035  0.01323459 -0.00441024 ...  0.01224743  0.04368197
 -0.04368354]"
27,171,"[-0.00025493  0.0232862  -0.00941682 ... -0.00368444  0.02300947
  0.01298566]"
28,117,"[ 0.07074762 -0.01170636 -0.01436637 ...  0.00768647  0.02079611
  0.02850621]"
29,156,"[-0.01481239  0.02757744 -0.01272817 ... -0.02043205  0.02023731
  0.00974842]"
30,190,[0.01424915 0.01638943 0.00107962 ... 0.00949014 0.01917336 0.00756673]
31,200,"[ 0.02672026  0.02995879 -0.0025335  ...  0.00714385 -0.01394478
 -0.00618226]"
0,81,"[-0.0191478  -0.00739508 -0.02216662 ...  0.02682013 -0.02629062
 -0.01762986]"
1,9,"[-0.03329197  0.01394884 -0.05350654 ... -0.0207356  -0.00147985
 -0.01197412]"
2,167,"[ 0.02221787  0.03145815 -0.01871311 ... -0.0190335   0.0479686
 -0.0115625 ]"
3,192,"[-0.01064255  0.01996434  0.01164911 ...  0.02252981  0.01973915
 -0.03031933]"
