Index,True Label,Embedding
0,1010,"[ 0.03354856 -0.01038186  0.00991232 ...  0.03055847  0.00863114
 -0.02521727]"
1,88,"[ 0.02790362  0.00240494 -0.01301996 ... -0.0036009  -0.00454059
  0.01378502]"
2,262,"[ 0.0028747   0.00706997 -0.00537566 ... -0.0200683  -0.0208914
 -0.03101337]"
3,174,"[ 0.0043348  -0.02611244 -0.00667622 ...  0.00157167 -0.00133767
 -0.04864735]"
4,715,"[-0.04051095 -0.00546833 -0.00698502 ... -0.01484504 -0.00869626
  0.0206553 ]"
5,541,"[-0.00062871 -0.01109341 -0.02754836 ... -0.02787589  0.0046346
 -0.00195905]"
6,177,"[-0.03008771 -0.0226887  -0.02746524 ... -0.00839881 -0.01773608
 -0.02450394]"
7,147,"[-0.0375445  -0.02519316 -0.0083756  ... -0.02412398 -0.00572343
 -0.01653405]"
8,64,"[ 0.01034961 -0.00510844  0.03348102 ... -0.01708689  0.0209652
  0.02025889]"
9,357,"[-0.01773343  0.04994936  0.03194055 ...  0.01650833  0.00175631
 -0.0140244 ]"
10,1517,"[-0.02558454 -0.01679723 -0.03292739 ... -0.00939872  0.00702858
 -0.01868143]"
11,904,"[ 0.07379995  0.01528048 -0.01291724 ... -0.02018585 -0.08043048
  0.04256766]"
12,417,"[-0.03332319  0.02576941 -0.0196439  ... -0.02550323 -0.0111691
 -0.02162657]"
13,11,"[-0.01097022  0.00293571 -0.04952313 ...  0.00830377 -0.03381212
  0.0478828 ]"
14,177,"[-0.02088482  0.01131198 -0.01235373 ...  0.01858469 -0.01309221
 -0.01359954]"
15,140,"[ 0.10031723 -0.0088797  -0.03024315 ... -0.01615921 -0.01313156
  0.01435852]"
16,1386,"[-0.02321422  0.02584844 -0.03310653 ... -0.01101538 -0.00838995
 -0.00889118]"
17,721,"[-0.01080564 -0.00488014 -0.00912103 ...  0.01733127 -0.02038155
 -0.03195538]"
18,388,"[ 0.01362081  0.01341949  0.00193034 ... -0.02611151  0.01740472
 -0.022493  ]"
19,60,"[ 0.00435134  0.00394668 -0.02892591 ...  0.02664514  0.01423581
 -0.02865393]"
20,144,"[ 0.02549826  0.07743913 -0.00842264 ...  0.01189508 -0.02105432
 -0.00762216]"
21,369,"[ 0.01816915  0.00216876 -0.02019355 ... -0.02336816 -0.00935596
 -0.00139708]"
22,499,"[-0.03954298 -0.03064113 -0.06157715 ...  0.00281602 -0.0263025
  0.01009826]"
23,804,"[ 0.00594314 -0.0150943  -0.04033557 ...  0.03891919  0.00317758
  0.01683532]"
24,1127,"[ 0.06069118  0.00145152 -0.00883211 ... -0.01498949  0.06696451
  0.01519811]"
25,329,"[ 0.0159487  -0.02818939 -0.03095175 ... -0.00326081  0.00359772
  0.01529317]"
26,291,"[-0.02110595  0.01885505 -0.00208911 ...  0.04146314  0.00051287
 -0.0115856 ]"
27,335,"[ 0.03096003  0.00076091 -0.00667184 ... -0.01302994 -0.00168481
 -0.02043119]"
28,1530,"[ 0.02960461 -0.05483343  0.00034982 ... -0.03832892  0.00111274
  0.01513936]"
29,1530,"[ 0.06201402 -0.03225715 -0.01052373 ... -0.01497872 -0.01105463
 -0.02255835]"
30,200,"[ 0.00015886 -0.01008912 -0.03748226 ... -0.06470518  0.01374129
  0.04104009]"
31,224,"[ 0.06648749 -0.00223957 -0.01609997 ...  0.01033974 -0.00071413
 -0.02792408]"
0,64,"[ 0.030924    0.01229294 -0.0269421  ... -0.01735909 -0.03589161
 -0.02242106]"
1,697,"[-0.02049935 -0.03683914 -0.00109827 ... -0.00012144 -0.01203858
  0.00029853]"
2,804,"[-0.0442642  -0.00233232 -0.03176239 ...  0.03653745  0.01416788
  0.01255284]"
3,689,"[ 0.0100777  -0.01604833 -0.00457886 ... -0.00560177 -0.01148946
  0.0281001 ]"
4,1091,"[ 0.00861942 -0.00386194 -0.01227835 ... -0.00889187 -0.00281823
  0.00637027]"
5,31,"[ 0.04003956 -0.01218031  0.00140846 ... -0.0103602  -0.01780102
 -0.01296367]"
6,1775,"[ 0.06487338 -0.00602033 -0.02171542 ... -0.04574168 -0.00344257
 -0.02440196]"
7,1248,"[-0.01869105 -0.01431331  0.03200954 ... -0.00319358 -0.01578682
 -0.00928376]"
8,521,"[-0.00285351  0.02565026 -0.01572491 ...  0.0353185  -0.01021797
  0.05527819]"
9,97,"[ 0.00531382  0.01940632 -0.02318389 ...  0.00499968  0.03945016
 -0.03216931]"
10,346,"[ 0.01691479 -0.03594477  0.02654617 ... -0.02476325  0.01121922
 -0.02060966]"
11,120,"[ 0.01359715 -0.02386144 -0.03653526 ... -0.03264058 -0.01759304
 -0.04094965]"
12,3,"[ 0.01972551 -0.01234364 -0.01727484 ... -0.01583963 -0.0072457
 -0.02941359]"
13,7,"[-0.00749358 -0.00384138  0.00483875 ...  0.02960879  0.03378734
  0.04709449]"
14,1332,"[-0.00365664 -0.0186113  -0.00898965 ... -0.01058493  0.01147586
 -0.02944475]"
15,191,"[-0.01069932 -0.03733162 -0.00832967 ... -0.04747795  0.00189645
 -0.03523128]"
16,213,"[-0.00501031 -0.00875207 -0.01844294 ... -0.05427629 -0.03313613
 -0.01865415]"
17,364,"[ 0.0104558  -0.01974481 -0.00196167 ...  0.02722856 -0.02120737
  0.00627136]"
18,126,"[ 0.05546009  0.00912487 -0.01714926 ... -0.03968437  0.00536379
 -0.00759066]"
19,677,"[-0.007924   -0.00753395 -0.00980962 ... -0.01689354  0.00177903
 -0.02678196]"
20,229,"[ 0.0128493  -0.00839679 -0.02308044 ... -0.0091551  -0.02051795
 -0.02846547]"
21,1091,"[ 0.01342357 -0.01542934  0.00273782 ... -0.00721202 -0.00678257
 -0.02571817]"
22,1190,"[ 0.05224983 -0.00842118 -0.04910575 ... -0.02069835 -0.0003301
 -0.04369114]"
23,422,"[ 0.04987866 -0.02264105 -0.00270431 ... -0.00561065  0.00341326
 -0.00434077]"
24,11,"[ 0.03169049  0.00405035 -0.00989556 ...  0.00547838  0.00214234
 -0.02544147]"
25,975,"[-0.01200633 -0.00603748  0.00808263 ... -0.00163819 -0.01780332
  0.0058178 ]"
26,356,"[ 0.03063196 -0.04121949 -0.03176413 ... -0.01200773 -0.00586249
 -0.00439973]"
27,39,"[-0.01187074  0.02411231  0.00787038 ... -0.02596364  0.02162221
 -0.00174888]"
28,177,"[-0.01116485  0.00415211 -0.01587986 ...  0.00687984 -0.02620979
  0.02294121]"
29,60,"[ 0.00664944 -0.03719505  0.02462045 ...  0.00465529  0.02326653
 -0.00807784]"
30,60,"[ 0.03526654 -0.03919121 -0.01032558 ... -0.00925898  0.0419186
 -0.00863298]"
31,518,"[ 0.00623078 -0.02836411 -0.04035603 ... -0.0028344  -0.02569282
  0.01189567]"
0,99,"[ 0.01697373  0.0021057  -0.02777775 ... -0.0468928   0.00768068
  0.01511725]"
1,101,"[-0.02981914 -0.01027524 -0.01682229 ... -0.01339925 -0.01565815
  0.00038904]"
2,127,"[ 0.01474418 -0.03393842  0.0108638  ... -0.02391088 -0.00173914
 -0.00482039]"
3,754,"[ 0.00196223 -0.02733252  0.00095424 ... -0.01512324 -0.0031691
  0.00161132]"
4,805,"[-0.03864671  0.01410451 -0.03825442 ... -0.01507634  0.005102
  0.01162537]"
5,1005,"[ 0.00129251 -0.01512324 -0.00938337 ...  0.00919487 -0.01429684
 -0.04024035]"
6,1052,"[ 0.05243245  0.00566637 -0.03981442 ... -0.0080443   0.01701527
  0.02352727]"
7,899,"[ 0.01884834 -0.02773893 -0.04854091 ... -0.01327256  0.00742624
  0.01365654]"
8,465,"[-0.00577877 -0.03107593  0.01866457 ...  0.01562119  0.03281599
 -0.0119477 ]"
9,355,"[-0.03631842 -0.00114486 -0.00767482 ... -0.01138665  0.03844499
 -0.04112642]"
10,7,"[-0.01209661 -0.02222044 -0.02584667 ... -0.01542779 -0.00844106
  0.02511695]"
11,1772,"[-0.00733563  0.00815964 -0.01601711 ... -0.06346739 -0.01878189
 -0.05077577]"
12,174,"[ 0.01485277  0.00141701 -0.01945835 ... -0.03483178  0.00393402
 -0.03723237]"
