Index,True Label,Embedding
0,1664,"[ 3.1834333e-03 -3.5157222e-03  4.8332229e-02 ... -3.2464741e-05
 -8.7696491e-03  2.3258204e-02]"
1,475,"[ 0.02245089 -0.02286495  0.00752171 ... -0.01102993 -0.01644713
  0.0258763 ]"
2,998,"[-0.04527388 -0.03922836 -0.04580486 ... -0.02832167  0.03185744
  0.00500159]"
3,319,"[-0.03158041 -0.00894385 -0.00527877 ... -0.02384479 -0.01375782
  0.00728565]"
4,239,"[-0.01481364 -0.0079024  -0.01836098 ...  0.01832296  0.00705382
 -0.01897994]"
5,425,"[-0.00259694  0.00414875 -0.03057336 ...  0.00338949 -0.02390658
  0.00448639]"
6,57,"[ 0.00771049  0.01404817  0.01288108 ... -0.0240542   0.04716962
 -0.00620835]"
7,772,"[ 0.00126635 -0.02168531  0.0019204  ... -0.00668473  0.01863105
 -0.01994122]"
8,108,"[ 0.00431522 -0.04109518  0.02456305 ...  0.00542337  0.04124299
  0.01891482]"
9,279,"[ 0.03646629  0.01972017 -0.04775667 ... -0.00513314 -0.01983898
  0.00776624]"
10,366,"[-0.00901632 -0.01489215 -0.00628014 ... -0.00728572  0.00256689
  0.03682166]"
11,60,"[ 0.01750713  0.02867284  0.01222465 ...  0.05912319 -0.02872349
 -0.00854586]"
12,96,"[-0.01866258  0.01627459  0.03326562 ...  0.02808191  0.01086536
  0.00590168]"
13,1272,"[ 0.01257209  0.01094714 -0.00416379 ...  0.00578517  0.00731485
  0.02510391]"
14,994,"[ 0.01490905 -0.02729254  0.01452166 ...  0.03353093 -0.00747663
 -0.00393492]"
15,1777,"[ 0.02429799  0.01711402  0.02735371 ...  0.00530203 -0.01101743
  0.00401971]"
16,239,"[-0.01520716 -0.04202353  0.00196983 ...  0.01607418 -0.02717202
 -0.03531016]"
17,346,"[ 0.00141833  0.00952026  0.00315714 ...  0.03717518  0.01440827
 -0.00881783]"
18,152,"[-0.00431001  0.03354963 -0.01867763 ... -0.02999389  0.01392994
  0.00019616]"
19,134,"[ 0.04673333  0.00425738  0.01255793 ...  0.00491895 -0.01980093
 -0.02092013]"
20,306,"[ 0.07010789  0.00179536  0.01250275 ... -0.00463149  0.01203727
 -0.00235509]"
21,140,"[-0.05978845 -0.02341678 -0.01239902 ... -0.00407136 -0.01586557
  0.02930519]"
22,300,"[-0.05709839 -0.01329137  0.00295657 ... -0.030559   -0.0152481
 -0.01112337]"
23,1097,"[-0.02114228  0.00289433 -0.00455108 ... -0.00713127 -0.01928789
  0.01428799]"
24,180,"[-0.01627758  0.00747067 -0.02316656 ... -0.0464378   0.00346041
 -0.01619142]"
25,549,"[ 0.02447122  0.01970939 -0.00420971 ...  0.02199648 -0.03200804
 -0.03337597]"
26,231,"[-0.00757252 -0.01024694  0.04073985 ...  0.00251467 -0.01055991
  0.00252421]"
27,171,"[-0.03393688 -0.00350142 -0.03574019 ... -0.01228215 -0.00407523
  0.02785602]"
28,263,"[-0.00692997  0.00230762  0.01738091 ... -0.00063471  0.04817111
  0.00878188]"
29,447,"[ 0.01583547  0.03360886 -0.01879405 ... -0.01031713 -0.01054868
  0.00638324]"
30,1805,"[ 0.00245219 -0.00927553  0.01485999 ... -0.01871618 -0.01361698
 -0.01461576]"
31,161,"[ 0.01427515 -0.00390094 -0.01105572 ... -0.02679417  0.00441656
 -0.02835681]"
0,189,"[ 0.00504447  0.00871092 -0.00812109 ... -0.00141944  0.0015007
  0.02653133]"
1,36,"[ 0.00514799  0.00531613  0.01066033 ...  0.00695623  0.02059767
 -0.02814599]"
2,990,"[-0.06216737  0.00345532 -0.02555513 ...  0.01295131  0.00027049
  0.00220753]"
3,1150,"[-0.0245051  -0.00609318  0.01264267 ... -0.00144471  0.02776805
  0.00137779]"
4,222,"[ 0.04384474 -0.03508556 -0.00247691 ... -0.01627326  0.00701048
  0.018251  ]"
5,1138,"[-0.0146058   0.01999617 -0.02712384 ... -0.01359024 -0.04748118
  0.04356871]"
6,203,"[-0.00659509  0.03105833 -0.01719214 ... -0.01973039 -0.01233788
  0.01794603]"
7,245,"[ 0.00376045 -0.01213015  0.01930844 ...  0.02847075 -0.00716244
 -0.02315792]"
8,119,"[ 0.00051494 -0.02150759 -0.00404096 ... -0.02127109 -0.01718144
 -0.01740099]"
9,389,"[ 0.04752979  0.01279139 -0.00306785 ...  0.01508647 -0.02081137
  0.01610185]"
10,948,"[-0.03122923 -0.02529462 -0.02412349 ...  0.0015147  -0.01042391
  0.01529246]"
11,769,"[-0.01523631 -0.0209492   0.01376758 ... -0.02226213 -0.02150011
  0.03902015]"
12,902,"[ 0.04741225 -0.03310165  0.03859653 ...  0.00646607  0.02309994
 -0.00839013]"
13,30,"[-0.00209416 -0.02496557 -0.02109079 ... -0.03003556  0.01129348
 -0.0120311 ]"
14,126,"[-0.02694741  0.02370397 -0.00152377 ... -0.00249973  0.00534412
 -0.00171594]"
15,25,"[-0.01149082  0.01683066 -0.03106694 ... -0.00900572  0.00287115
 -0.02882847]"
16,174,"[-0.03027738 -0.00840618  0.00622945 ... -0.00499094 -0.023462
 -0.01051084]"
17,472,"[-0.05103284  0.0103311  -0.00526339 ... -0.01354249  0.00844995
  0.00433395]"
18,1569,"[ 0.02103827 -0.03703377 -0.00437499 ... -0.03130481 -0.00802086
 -0.00082018]"
19,726,"[ 0.04914332 -0.02599172 -0.01380771 ...  0.01389896 -0.0112203
 -0.03639223]"
20,93,"[ 0.04599113  0.00322812 -0.00244019 ... -0.02327233  0.00781054
 -0.02021293]"
21,1527,"[ 0.01926119  0.00428023 -0.01346582 ... -0.01162466  0.02161187
 -0.00116054]"
22,221,"[-0.02693719  0.018083    0.0145422  ... -0.01622085 -0.02770122
  0.0099341 ]"
23,53,"[-0.01962789 -0.0035952  -0.0176858  ...  0.02589493 -0.00173415
  0.02000153]"
24,1745,"[ 0.01901642  0.01327683  0.02256952 ...  0.00711836  0.02361969
 -0.02194255]"
25,530,"[-0.01917462 -0.00702999  0.00841919 ... -0.01083891 -0.03643775
 -0.0169202 ]"
26,103,"[ 3.1200978e-03 -1.2275506e-02 -2.1298183e-05 ... -3.8382959e-02
  1.2864376e-02  2.6017865e-02]"
27,984,"[-0.02490889 -0.0040713  -0.01515603 ...  0.00992184  0.00949269
  0.00829219]"
28,1420,"[ 0.03535962 -0.01493555 -0.01695716 ... -0.01399425 -0.02294103
  0.00378838]"
29,1111,"[-0.00982727 -0.00757328 -0.01700065 ... -0.01748033  0.00043866
  0.00157127]"
30,921,"[-0.00131442  0.00986698 -0.01504189 ... -0.00802984 -0.01967001
  0.00722843]"
31,499,"[ 0.05519376  0.02187275 -0.03933551 ...  0.02018591  0.00359638
 -0.03169746]"
0,949,"[ 0.0956898  -0.05307901  0.00085536 ...  0.00921454 -0.0345601
  0.01832581]"
1,147,"[ 0.00527953 -0.00137251 -0.00706065 ...  0.00544969  0.01748346
  0.01163093]"
2,678,"[-0.02189519  0.00237737 -0.00919708 ... -0.01525328  0.00231046
  0.03315409]"
3,716,"[-0.00363802 -0.02082744 -0.00254271 ... -0.02238732 -0.00924515
  0.01565284]"
4,366,"[ 0.20813638 -0.00381314 -0.03116667 ... -0.00759739 -0.00342252
  0.02441861]"
5,270,"[-0.01345261 -0.02870215 -0.02184174 ... -0.00536604 -0.01885514
  0.00155635]"
6,60,"[ 0.02332318  0.03345259  0.02920195 ... -0.00666945  0.01689483
  0.01148185]"
7,56,"[-0.02684358 -0.00176776 -0.00588887 ... -0.00303172 -0.01154162
 -0.01000617]"
8,106,"[-0.01332519 -0.0123448  -0.01731404 ... -0.00209704 -0.01426411
 -0.0109024 ]"
9,227,"[ 0.00174469 -0.000322    0.01227276 ... -0.00053059 -0.00674622
  0.01747279]"
10,971,"[ 0.03740746 -0.01538482  0.03008499 ... -0.00448557 -0.03764232
  0.05402724]"
11,85,"[-0.03003488 -0.01404387  0.01062177 ...  0.02688267 -0.01499276
 -0.01446291]"
12,1430,"[ 0.02257905  0.00381373  0.02484578 ...  0.00816175 -0.01694803
 -0.00286471]"
13,204,"[-0.01329062  0.01635    -0.01767532 ...  0.00060908  0.03362883
  0.01048618]"
14,1198,"[-0.02134681 -0.01349838 -0.0038204  ... -0.00355713  0.00853354
 -0.02766518]"
15,1511,"[-0.00088886 -0.00843117  0.01331944 ... -0.01936246  0.00523788
  0.01734755]"
16,900,"[-0.02148336 -0.00923265 -0.00961665 ... -0.03914678 -0.03752785
  0.03700309]"
17,133,"[ 0.00153438 -0.01123842  0.01917556 ... -0.00797364 -0.00057131
  0.03574284]"
18,355,"[ 0.00512686  0.02223146 -0.01203141 ... -0.06903469 -0.0264543
  0.06165154]"
19,1283,"[ 0.07273167  0.0070869   0.03316731 ... -0.04389021 -0.01499971
  0.01242972]"
20,152,"[-0.00063159 -0.00114565  0.02671118 ...  0.01276822  0.07756063
  0.0006837 ]"
21,230,"[-0.02675933  0.00223429  0.01828833 ... -0.02762922 -0.00707942
  0.0113929 ]"
22,159,"[ 0.04605683  0.02756209  0.0193619  ... -0.0078114   0.008052
 -0.00744004]"
23,964,"[-0.01246544 -0.02229644 -0.00542468 ... -0.0093821  -0.02446361
  0.02700177]"
24,299,"[ 0.05504971  0.01019494 -0.00553009 ...  0.01686125 -0.01231372
 -0.04445331]"
