Index,True Label,Embedding
0,34,"[ 0.10524243  0.00402025 -0.00456128 ...  0.00742639 -0.01050282
 -0.0191222 ]"
1,47,"[ 0.00786249  0.01868268  0.00418016 ...  0.01768823  0.00195173
 -0.01803708]"
2,204,"[ 0.09321189  0.0005978   0.00369358 ... -0.00588485 -0.006087
 -0.01937566]"
3,111,"[ 0.08886763 -0.00414864 -0.01919676 ...  0.01988258  0.01176375
 -0.0270671 ]"
4,202,"[ 0.04665754  0.0101104  -0.01219739 ...  0.00162634  0.00893608
 -0.00223569]"
5,141,"[ 0.04826324 -0.00311606 -0.01542511 ...  0.00909478  0.0038152
  0.00032533]"
6,208,"[ 0.10291392  0.00659607 -0.00482515 ...  0.00820526 -0.00863326
 -0.01963165]"
7,184,"[ 0.12004764  0.00733205  0.00728422 ...  0.00810725  0.00985963
 -0.01716995]"
8,76,"[ 0.03951137  0.0089946  -0.00214484 ...  0.01962928 -0.00537493
 -0.02120068]"
9,30,"[ 0.04767161 -0.00672838  0.00099238 ...  0.00870518  0.01734925
 -0.01733601]"
10,201,"[ 0.0212603   0.00170554  0.00983528 ...  0.01872222  0.00631437
 -0.01904872]"
11,130,"[ 0.10421161 -0.00201088  0.00409214 ...  0.00168955  0.0085236
 -0.03779086]"
12,118,"[ 0.05177034  0.00120392 -0.0145713  ...  0.00908023  0.01011767
 -0.00189106]"
13,203,"[ 0.01831632  0.00139749 -0.00162876 ...  0.00428282  0.01226356
 -0.00963358]"
14,182,"[ 0.08653869 -0.00628669  0.00347387 ... -0.00604121  0.02354177
 -0.01507853]"
15,15,"[ 0.0815412   0.00284452 -0.01457256 ...  0.0391862  -0.01798242
 -0.01823023]"
16,3,"[ 0.08498949 -0.00267301 -0.00765585 ...  0.00988454 -0.00865953
 -0.01329772]"
17,152,"[ 0.02278781  0.0115073  -0.00482038 ...  0.01100913 -0.0084151
 -0.02140299]"
18,138,"[ 0.08046529  0.00219258 -0.00785543 ...  0.00571108  0.00103129
 -0.00906692]"
19,150,"[ 0.09220932  0.00348956 -0.00986862 ...  0.01038231 -0.00567302
 -0.02034239]"
20,99,"[ 0.09474131  0.00456234  0.00433836 ... -0.0131656  -0.00142212
 -0.01547434]"
21,165,"[ 0.09695527  0.00969234 -0.01692996 ...  0.01915719 -0.00668383
 -0.01669534]"
22,107,"[ 0.04739552  0.02637975 -0.01945333 ...  0.00425704  0.01050808
 -0.01723118]"
23,29,"[ 0.08479897 -0.00015604 -0.00773111 ...  0.01050336 -0.01242605
 -0.01742007]"
24,82,"[ 0.10840082  0.01496142 -0.01460396 ...  0.02447082 -0.00560138
 -0.01828575]"
25,135,"[ 0.02574232  0.0029542   0.00228613 ...  0.01602905  0.00970072
 -0.00461129]"
26,159,"[ 0.07075251  0.00869085  0.01046732 ... -0.00626763 -0.00012848
 -0.01388341]"
27,171,"[ 0.09258677 -0.00731894 -0.01221294 ...  0.0128418  -0.00270393
 -0.0237243 ]"
28,117,"[ 1.1139336e-01 -3.7453719e-03 -8.9735948e-03 ...  1.4708551e-02
  3.3429824e-05 -4.5978725e-03]"
29,156,"[ 0.01790487  0.00444236 -0.00276861 ...  0.00928232  0.00936038
 -0.01044228]"
30,190,"[ 0.08109876 -0.00953004 -0.01322146 ...  0.01039199 -0.00648901
 -0.02143637]"
31,200,"[ 0.10002141 -0.00382732 -0.01366731 ...  0.01641637  0.01085235
 -0.02180477]"
0,81,"[ 0.0472792   0.01597365 -0.01762591 ...  0.00783166  0.00865335
 -0.01665914]"
1,9,"[ 7.2089329e-02 -1.5036007e-03 -1.8517161e-02 ...  1.0604477e-02
  1.3005355e-02 -7.6500466e-05]"
2,167,"[ 0.04191558 -0.00285906  0.01301587 ...  0.00748583  0.01409323
 -0.02039418]"
3,192,"[ 0.09443874  0.00812703 -0.01315915 ...  0.00380369 -0.00860557
 -0.01073139]"
