Index,True Label,Embedding
0,360,"[ 3.9369876  -2.662527    0.85847515 ... 13.515587    5.069824
  4.971434  ]"
1,6,"[-11.900388    2.1673641  -1.8854505 ...   2.572935    1.1052908
   3.3942876]"
2,12,[-2.6748507 -1.931501  -2.3096611 ...  3.9790645  4.7464423  5.393438 ]
3,251,"[-6.7703815   2.4916492   1.5554987  ...  0.15979978  8.437738
  6.658058  ]"
4,172,"[-10.179131    -3.0254636   -2.8847973  ...   0.3559113   -0.5739781
   0.38769767]"
5,370,"[-4.0087423   2.791407   -4.715985   ... -0.58106315  9.731397
  5.1265116 ]"
6,138,"[-14.817605    4.567775    3.816932  ...  -0.8597707   2.2745504
   7.2496247]"
7,455,"[ 2.7284148   4.2027707   2.5759933  ...  2.3618658   6.5461035
 -0.58601034]"
8,156,[-9.125672  -1.5145456 -4.6999583 ... -3.3929377  0.6682128  5.4140177]
9,271,"[-12.684669    -4.2730637   -0.6791154  ...   6.3657765    2.8682537
   0.44081366]"
10,447,[ 1.3381487  2.310216   1.4298502 ...  1.8083608  8.561096  -1.4125702]
11,449,[-7.2528067  0.9200844 -2.1884286 ...  1.9523793  1.9677575  3.5946095]
12,327,"[-14.958683     0.1545607   -2.2444959  ...  -0.58741933   4.2362494
   5.7400217 ]"
13,166,"[-9.590201    5.2602644  -3.2456648  ... -2.3491042   0.53729326
  0.22775328]"
14,112,[-7.916218   3.0907745  2.5528173 ...  6.286342   1.8246223  6.6657515]
15,244,"[ 8.404183    7.1540995  -2.4173946  ...  5.5670686   5.570071
 -0.81200546]"
16,238,"[-17.21359    -1.3613402  -3.3193738 ...  -1.8041602   1.5788265
   6.356854 ]"
17,317,"[-10.771407   -1.4638177  -5.4573116 ...   4.164098   -0.6011051
   3.9362042]"
18,78,"[-11.406615     1.8841416   -4.727573   ...  -0.97040886   6.8143992
   8.056154  ]"
19,102,[ 2.73267   -1.5917228 -2.2200906 ...  3.2094772  4.817295   1.4079576]
20,355,[4.334258  2.4260283 1.2118719 ... 7.4145274 5.6657605 0.9215225]
21,283,"[-15.218926   -3.2332282  -4.3376765 ...   3.9279008   3.9704638
   1.4481099]"
22,356,[-2.2576454  6.224966  -2.9550083 ... -3.3103957  3.7768295 -1.0179973]
23,289,"[-8.095862    0.86845547 -0.26373243 ... 10.248627    4.985898
  1.641301  ]"
24,354,[-4.3347416 -7.3772635  1.7763007 ...  6.3640037  1.9777325  4.548744 ]
25,423,"[-9.117806   -4.7675586  -5.2779107  ... -3.0324345  -0.37964395
 10.36664   ]"
26,223,"[-11.531541    -3.5390909    0.72455126 ...   0.48080745  -2.7970574
   5.843915  ]"
27,384,[-5.5285406  2.209933   3.1026142 ...  3.20648    9.171601   2.5871167]
28,270,[-9.486444  -1.9936317  3.9702227 ... -4.058798  -1.4002315  1.524239 ]
29,26,"[-11.852933    -4.723565    -6.3559895  ...   6.464478    -0.38145673
  -0.7017262 ]"
30,98,"[-18.331804    -0.75677055  -1.3009714  ...   4.357129     4.337192
   3.558589  ]"
31,437,"[-7.7728386  -2.0085418   0.30674997 ... -0.91438556  1.3519228
  7.5129232 ]"
0,396,"[-11.533235    -2.4566348   -5.2210298  ...   1.7480165    0.86507326
   2.003399  ]"
1,429,"[-9.961929   -2.1198888  -0.39840484 ...  0.35517454  4.0392537
  8.942531  ]"
2,157,[-7.498295  -4.3119373 -3.0631945 ...  4.7650266  9.1735115  2.1968207]
3,168,"[-9.434718    3.9570673   0.52794665 ...  0.01629873 -2.7714872
  4.2261925 ]"
4,275,"[-6.7727513   1.6610037   0.58637434 ... -0.24421185 -1.3819318
  2.2348995 ]"
5,398,"[-11.179037   -5.934388   -1.9771692 ...   0.5800932  -3.3053946
   2.6734052]"
6,206,[-2.7887383 -4.619494  -5.441102  ...  0.6904588  4.600187   4.576174 ]
7,177,[-2.6995723 -2.323909  -1.1766683 ... -2.778518   1.8472137  6.0066385]
8,232,"[-0.42500624 -1.6362801   2.5460198  ...  4.1213984   0.68923575
  0.62626326]"
9,392,"[-5.7910614  -4.3373866   0.00745569 ...  2.072862    1.3488152
  4.2652864 ]"
10,60,"[-12.541073   -3.657595   -1.5504583 ...   1.8043158  -4.1187534
   3.5409887]"
11,460,[-7.547186  -1.4242624 -2.732234  ... -1.236127   2.2158654  8.058214 ]
12,91,"[-11.09412    -0.6875935  -4.7267623 ...   1.595521   -1.3956666
   4.827894 ]"
13,295,"[-11.653623     1.1230968   -0.60661834 ...   2.5310674    6.1001453
   4.2413445 ]"
14,96,"[-7.1303673   3.5728204   0.08720298 ... -0.4266797   3.5714777
  0.24475043]"
15,262,"[-4.677495   -2.698735    2.106149   ...  1.5008702  -0.03141075
  3.363956  ]"
16,284,"[-19.823275    -1.3020295    0.72964185 ...  -1.4178933    2.4412098
   1.5225749 ]"
17,340,"[-12.573655    1.9600031  -2.2641456 ...   3.8493319   1.8560841
   5.240343 ]"
18,177,[-8.421056  -3.3419588 -1.0010934 ...  3.2337594  2.2010264 10.420979 ]
19,465,"[-12.390927     1.0554699   -0.2944248  ...   2.430314    11.129618
   0.13569713]"
20,133,"[-15.298585    -1.7545685   -3.9075716  ...   2.7005813    0.77113646
   5.0401783 ]"
21,137,"[-2.0784457   0.16950004  1.5700341  ...  2.1942577  -0.07492173
  2.0427394 ]"
22,232,"[-15.495428   -2.80864    -2.0298297 ...  -1.5262847   2.1428974
   4.212312 ]"
23,295,"[-12.299227   -7.2764463  -2.7025268 ...   0.7130419   1.1506869
   7.334656 ]"
24,38,[-5.9779506 -7.5332384  0.9969843 ...  5.043931   0.5498753  4.906791 ]
25,285,[-8.535865  -2.6171818  5.907503  ...  6.084555  -2.7748742  2.733839 ]
26,153,[1.4742333 0.8356869 2.291616  ... 4.462333  7.8913665 3.2250633]
27,4,"[-18.423014   -1.1542124   2.735255  ...   8.738755    3.3275065
   3.9950614]"
28,272,[-3.3991225 -5.1515365  1.7914871 ...  5.5917144  7.4090743  3.1731045]
29,479,"[-11.605794   -2.246818   -1.4485266 ...  19.014109    1.4072449
   2.6011367]"
30,469,[-2.2107484 -4.5879426  0.3888842 ... 12.191723   5.3081446 -1.2626648]
31,23,[-5.786174   2.6254888 -2.4948165 ... -2.2571697  1.5101049  4.523896 ]
0,292,[-0.6780396 -2.4821582 -1.6048148 ...  2.2766628  2.8117013  3.546238 ]
1,261,"[-15.234382    0.6699146  -2.0824418 ...   7.8859296   5.4048133
  -0.450723 ]"
2,385,"[-7.9721375  -1.6727328  -0.3770831  ...  0.14478117 -1.2492123
  0.61531425]"
3,7,"[-12.037344    -3.1606774   -2.973098   ...  -0.46876034  -7.4251437
   6.0861416 ]"
4,140,"[-10.750739     0.54743415   2.5033944  ...   2.0104442   -1.8447444
   0.87992847]"
5,36,[-8.999484  -5.7633495  2.3488216 ...  7.983596   5.831519   5.408231 ]
6,277,"[-12.314522   -5.06474     1.4446555 ...   9.904537    7.7115693
   3.2110069]"
7,10,"[-6.5807667  -0.865717    0.01856666 ... 12.59517     4.423182
  1.4582808 ]"
8,322,"[ 5.2973889e-02 -1.5723959e+00 -4.3437824e-01 ...  1.9229114e-01
  3.0478537e+00  1.9915086e-04]"
9,373,"[-1.7717115  -3.501817   -0.23776986 ...  5.088662    4.6366296
  6.2784157 ]"
10,444,[-9.789877  -2.729035  -2.1537707 ...  4.888546   4.2799478  2.7553105]
11,375,[-6.495815  -2.0695803  4.6108584 ...  6.365303   1.1684105 -0.317049 ]
12,314,"[ 1.2423676  -1.2570512  -0.44285497 ...  0.8917008   5.207277
  0.8336115 ]"
13,358,[-1.7835168  0.3287794 -3.5579603 ... -0.760979   4.100649   6.34534  ]
14,130,[-5.3707657 -2.389728  -4.86416   ...  1.5620563  1.3721778  6.252223 ]
15,345,[ 2.4365656  2.8827424 -1.71889   ...  2.0948844 10.8326435  4.379565 ]
16,462,"[-13.489808    2.4312592  -1.1981432 ...   3.7633116   7.079453
   9.566827 ]"
17,186,[-9.16788   -4.122223  -6.590865  ... -2.3157568  2.745565   6.1343966]
18,451,"[-7.6023884  -2.5384893   0.61959285 ... 15.523886    0.5585878
  1.4470391 ]"
19,464,"[-5.9884415  -3.8414702  -3.8824708  ... -0.42513555  4.3927503
  5.5243635 ]"
20,462,[-9.031463  -2.4022217  3.297508  ...  6.811747   6.5794797  3.653907 ]
21,264,"[-9.8175745  -0.58452934  1.7865548  ...  3.1038747   4.8048873
 -0.5889639 ]"
22,301,"[-5.6097794   2.3611028   1.5740966  ... -0.44068336  5.662122
  3.6516037 ]"
23,366,[ 1.2769943 -1.004218   3.556263  ...  7.3935466  5.6522393  1.7122707]
24,475,[-3.3766377  0.3261519 -2.4312239 ... -2.6099067  7.559793   1.0370185]
