Index,True Label,Embedding
0,139,"[ 0.01085447 -0.01210608 -0.02503544 ...  0.01260966 -0.03307582
 -0.00282167]"
1,0,"[-0.01070275  0.02560303  0.02291824 ... -0.04312645  0.0942523
 -0.01184928]"
2,196,"[ 0.04224506  0.00896942 -0.03065659 ... -0.00278925 -0.02560048
 -0.01452949]"
3,939,"[-0.02769461  0.00964614 -0.00176443 ...  0.01445315 -0.0170924
  0.03089072]"
4,734,"[ 0.01111938  0.01131359 -0.00478216 ...  0.00469123  0.00734806
 -0.03457448]"
5,65,"[ 0.02722073  0.03048798 -0.00426171 ...  0.00201532 -0.00273327
 -0.0199552 ]"
6,380,"[ 0.02712692 -0.05379885 -0.04398046 ... -0.01785272  0.00257596
  0.00447829]"
7,1077,"[ 0.01182872 -0.03257314 -0.00506874 ... -0.01254795 -0.04862335
 -0.02803144]"
8,1006,"[-0.03129538 -0.05505379 -0.02250601 ...  0.04796181 -0.01359651
  0.01793309]"
9,795,"[ 0.0070686  -0.00656415 -0.03095378 ... -0.02232397 -0.03058747
  0.00581949]"
10,25,"[ 0.00590906  0.00469721 -0.02467974 ...  0.00387422  0.0045287
  0.03993775]"
11,550,"[ 0.0528586   0.02262676 -0.04135524 ... -0.03880093 -0.00500352
 -0.03059165]"
12,797,"[-0.0072027   0.00200086 -0.00741109 ... -0.02307254 -0.01732244
 -0.01349256]"
13,392,"[-0.00929829 -0.0150171  -0.00563993 ... -0.05778391 -0.01504169
 -0.02166107]"
14,237,"[-0.00241594  0.02339991  0.00683767 ... -0.00648422  0.00430267
 -0.01449748]"
15,444,"[-0.01886707 -0.02875311 -0.02507469 ... -0.01234267  0.00325547
  0.01168271]"
16,29,"[-0.00150551 -0.01104503 -0.01278511 ... -0.00865019  0.0073641
  0.03762481]"
17,383,"[ 0.03193528 -0.01781301 -0.01370621 ... -0.00548492 -0.00294371
  0.00227079]"
18,1373,"[ 0.03712249 -0.01982639 -0.02786303 ...  0.00325214  0.00420943
 -0.01728978]"
19,205,"[-0.01622593 -0.02607108 -0.02337873 ...  0.02347044 -0.02515008
 -0.01055558]"
20,964,"[ 0.0243915   0.02589093  0.01118999 ...  0.00245618 -0.04106687
  0.02088589]"
21,1045,"[ 0.06422138  0.00799524 -0.01778003 ... -0.04226678  0.04748293
  0.00462184]"
22,1111,"[-0.00839653  0.00291663 -0.07489102 ... -0.0035964   0.03846237
  0.015698  ]"
23,1424,"[ 0.01087462 -0.01815814  0.06404676 ... -0.0352609   0.0092311
 -0.02745878]"
