Index,True Label,Embedding
0,34,"[-0.03838085 -0.06755684  0.10326614 ... -0.04573477  0.00920319
 -0.05109512]"
1,47,"[-0.06691018 -0.01487477 -0.04606033 ...  0.05396197 -0.04179148
  0.08498073]"
2,204,"[ 0.07395415  0.0658602   0.10781492 ... -0.00613209  0.01678724
 -0.06885815]"
3,111,"[ 0.0310022  -0.01754832 -0.10603157 ...  0.09136451 -0.09124626
 -0.09007179]"
4,202,"[ 0.00906518 -0.04634286  0.07399553 ...  0.11402506  0.02349303
 -0.10342976]"
5,141,"[ 0.03266909 -0.00213831  0.04167502 ...  0.01813265  0.01112806
 -0.03576412]"
6,208,"[-0.03525062 -0.05309707  0.08622578 ... -0.05555379  0.00985258
 -0.06622896]"
7,184,"[ 0.00985085 -0.03878623 -0.03463908 ...  0.03210491  0.02458738
 -0.05689329]"
8,76,"[ 0.11865333  0.03456267 -0.04979843 ...  0.07102233 -0.01897478
 -0.00998226]"
9,30,"[-0.00289626 -0.0626865  -0.01715197 ...  0.02682542 -0.04543723
 -0.00575102]"
10,201,"[ 0.15240851 -0.06619445  0.01551019 ...  0.00142002 -0.02033552
  0.01188289]"
11,130,"[ 0.00139997 -0.0457399   0.02838719 ... -0.00066219  0.03096763
 -0.07132759]"
12,118,"[-0.07760025 -0.08151154  0.00697985 ...  0.09607727  0.00436612
 -0.08046968]"
13,203,"[-0.00585116 -0.04921978  0.02663749 ...  0.08786825  0.18996002
 -0.06395358]"
14,182,"[ 0.01236436  0.01301138  0.00131926 ...  0.10209598 -0.0449074
 -0.03603929]"
15,15,"[ 0.0528011   0.04097988  0.05934022 ... -0.00646074 -0.09841338
 -0.03426659]"
16,3,"[-0.03767035 -0.06198618  0.13445622 ... -0.04264469 -0.0278718
 -0.0223989 ]"
17,152,"[-0.03148482 -0.07081196 -0.04160742 ...  0.04980196  0.03706617
 -0.06518912]"
18,138,"[ 0.07045693 -0.04649033  0.04142389 ... -0.0460358   0.0358089
 -0.02971488]"
19,150,"[-0.04057424 -0.00878666  0.1127858  ... -0.01674659 -0.03798473
 -0.07003686]"
20,99,"[ 0.05771905  0.02286658  0.1011485  ... -0.00827425  0.05133578
 -0.05040415]"
21,165,"[ 0.00882601  0.03004311 -0.0090694  ...  0.00365098 -0.04087114
 -0.09570911]"
22,107,"[-0.01499439 -0.04440553  0.0703779  ...  0.0673813   0.03173716
 -0.04425283]"
23,29,"[ 0.02825148  0.00669144  0.08990606 ...  0.01132843 -0.01373482
 -0.01499502]"
24,82,"[-0.04133299  0.07282868 -0.05873096 ...  0.0172557  -0.07546785
 -0.05073515]"
25,135,"[-0.03621783 -0.02221764  0.04272925 ...  0.13272952  0.07931821
 -0.01646711]"
26,159,"[ 0.10423275  0.08299609 -0.02120888 ...  0.03084328 -0.02379884
 -0.01392277]"
27,171,"[ 0.03063836  0.01589548  0.03218684 ... -0.06185333 -0.01015472
 -0.10870392]"
28,117,"[ 0.00991165 -0.0005021  -0.09802587 ...  0.07533487 -0.00439761
 -0.02502023]"
29,156,"[ 0.01444659 -0.05939748 -0.05335674 ...  0.10627237  0.04696119
 -0.08397485]"
30,190,"[-0.00716494 -0.01993     0.00820474 ... -0.04825149  0.00267095
 -0.12214325]"
31,200,"[ 0.0063957   0.02150631 -0.10177223 ...  0.12027995 -0.10878881
 -0.10207891]"
0,81,[0.00058619 0.05330408 0.06708822 ... 0.04519865 0.01296964 0.0048345 ]
1,9,"[ 0.01822328 -0.07507527  0.01159044 ...  0.0250907  -0.04313489
 -0.02656369]"
2,167,"[ 0.01288953 -0.1617821   0.02439236 ...  0.02648357 -0.04478913
 -0.02760013]"
3,192,"[ 0.06166713  0.06859178 -0.0497405  ...  0.04837401  0.07960975
 -0.02552135]"
