Index,True Label,Embedding
0,459,[-5.9560676  5.3326735  1.6012814 ...  3.5764403  4.502176   2.231215 ]
1,45,[ 4.266414   1.7139031 -3.4785764 ... -1.6094744  3.7483127 -2.9251456]
2,292,"[-4.165495   -3.3059134  -6.059504   ...  0.44587976  0.52729905
  5.171836  ]"
3,192,"[-5.8477726  -5.2157216  -1.0005116  ...  0.89775264 -3.7210279
  5.966561  ]"
4,126,[-2.492847   6.2244205 -2.0061789 ... -1.6521214  2.9142826  0.9144554]
5,217,"[-6.258567    0.23382957 -4.690646   ... -3.0899324   0.2184175
  4.353574  ]"
6,63,[ 5.005169  -1.0649947 -1.4859562 ...  0.592114   1.5665967  1.8091588]
7,971,[-3.887571   3.0427496 -3.5257246 ... -0.6478002  4.634915   1.8695763]
8,128,"[ 0.42281762 -5.2795725  -0.22081645 ...  5.474999    9.007811
  2.0432134 ]"
9,356,"[-13.043317    1.3020009  -3.340123  ...  -4.9209867  -3.251114
  -1.0446285]"
10,108,"[-5.358081    0.56424534 -2.9517422  ... -4.538461    1.896661
  4.9310436 ]"
11,371,[ 3.4661295  3.8461437 -1.0730879 ... -1.3833655  2.3569534 -3.990247 ]
12,942,[ 0.3148735 -6.2017174 -5.6146445 ...  7.8153615  2.4804409  7.087898 ]
13,316,[-1.6595627  7.063794  -3.5374248 ...  4.477862   0.8724011  3.2700202]
14,50,[-2.4645152  1.3937106 -4.927794  ...  3.4200015  4.773352   3.7920778]
15,4,"[-3.187518   -2.1335416  -4.024297   ...  4.4437747  12.598576
 -0.84424204]"
16,951,[-5.4552426 -1.7968246  5.033544  ...  9.796274  -1.727638   2.9350557]
17,1060,"[-8.07998    -0.26205653 -9.838543   ... -3.1518564   0.82156444
  0.28086764]"
18,831,"[-13.019526    -0.13886319  -5.8454556  ...  -1.8944085   -2.2849183
   0.18785015]"
19,962,[-9.193076   1.7678511  1.1877743 ...  3.9448302  4.2542906  1.8688748]
20,1257,[-7.6113524  1.8231554  4.379296  ... -3.3547764  2.408652   2.342905 ]
21,1804,"[-10.942989    -0.85768694   0.8098462  ...  -2.652772     0.7387384
   5.1029105 ]"
22,1047,"[-4.6998286   4.279476   -1.393246   ... -0.4778843  -0.58919424
  4.307417  ]"
23,386,"[-10.738513    -0.06582086  -2.2757356  ...   8.379446    -0.52013034
   6.389968  ]"
24,1763,[-5.894799  -4.1750865 -4.1033883 ...  4.4944654 -8.763018  -1.5365053]
25,926,"[-13.376554   -1.2640203   3.2856631 ...   9.544079    8.972646
   2.8068128]"
26,785,"[ 2.2767587  -0.78373677  0.3259543  ... -5.224608   -4.449657
  0.4094893 ]"
27,484,"[-6.7722416   2.2500215  -0.7822419  ...  0.89533603 -2.109034
 -1.0264666 ]"
28,1750,"[-4.689412   -1.7555429   1.920254   ...  7.78755    -0.64659125
  3.0236373 ]"
29,768,[-3.8248355 -1.7750853 -1.5377771 ... -0.7675985  8.374107   1.4661651]
30,1034,"[-4.3384266  -1.4437525  -9.149671   ...  0.93181896 -1.3936663
  8.813209  ]"
31,655,[-6.022814  -2.9032924  4.754744  ...  7.5750127 10.589812   1.7530732]
0,14,[-4.3444    -2.5196464 -3.1083486 ...  8.24813   10.547525  -1.9554253]
1,236,[-8.6661215 -4.3886976 -3.3073356 ...  3.5347104  2.3504705  2.3386512]
2,495,[-9.355922  -2.344294  -1.6379956 ...  1.091879  -5.9302683 -1.5300765]
3,394,[-4.310869   5.863324   5.2063828 ...  1.5315639 12.853529  -2.958278 ]
4,464,"[-8.322951   -6.0323076  -2.2035518  ...  9.7941265   0.13288647
  2.674243  ]"
5,102,"[-12.795819    -7.1875854   -2.3394828  ...  -0.11048985  -6.903207
   3.881789  ]"
6,1034,"[-3.5682223   0.89815223 -1.8375459  ...  5.945548   -1.6613789
 -1.3412297 ]"
7,27,[-3.0207617  3.289323   4.0592017 ...  4.466075  12.063301   1.6577296]
8,311,[ 0.5702926 -2.3583808 -5.5927463 ...  6.904111   6.985314   3.6358023]
9,179,"[-0.62627184  0.28746068 -0.27369252 ...  2.9581141   2.7737226
  0.32381868]"
10,1246,[-5.67686    9.382173  -2.1189978 ...  6.998221   9.555826  -1.4916441]
11,221,"[-10.024102    -0.1973388   -1.7101698  ...   0.22815812   6.6394467
   8.592428  ]"
12,41,[-8.489035  -6.0993505 -3.0872128 ...  6.6629157 -3.0938485  3.335303 ]
13,10,[-3.324404   6.0666237 -5.849046  ...  5.2354474  3.772066  -2.3011124]
14,200,"[-15.50302     5.946721   -3.0470207 ...  -0.7042904   2.268049
   5.510301 ]"
15,56,"[ 0.3707327  -0.7644948   0.70398974 ... -3.0444584   5.5951705
 -3.9558558 ]"
16,1034,"[ 5.1383314   0.91541916  0.6670474  ...  4.0002933   5.4191947
 -1.2603319 ]"
17,1387,"[-8.663142   -3.7248244  -1.6077627  ...  8.595951    2.9453084
 -0.09612376]"
18,1588,[11.283774  -0.3032509  1.07206   ... -0.6816279  0.7894473 -2.8731036]
19,993,[-4.695658   1.3645877 -6.1802416 ...  2.329596   7.7456656 -2.2859135]
20,201,[ 7.1865273 -3.2411633 -2.9804866 ... -0.7262533 -0.2854745 -1.9734511]
21,1784,[ 0.4207292  3.3494835 -4.419582  ... -1.997379  -4.262277  -2.2734284]
22,499,[-3.3007362  1.0054904 -4.865597  ...  1.9140562 -3.704908   3.4611113]
23,177,[-3.6164613 -1.068803  -1.2974669 ...  4.3619027  5.4391913  1.5189087]
24,1523,[ 2.5390007 -1.0650488 -1.8955754 ...  1.4457091  1.0970836 -3.4389205]
25,878,[4.375053  3.1784708 3.4815867 ... 0.7077213 6.9284244 3.1777763]
26,693,[ 4.5077257 -3.5002816 -0.9355858 ...  5.379698   1.8534102 -2.7462769]
27,230,[-6.1976204  0.7765855 -5.9190316 ... -0.7388828 -2.362115  -2.2237387]
28,236,[ 2.081071  -2.263246   4.3142776 ...  4.132291   6.307236   5.054868 ]
29,30,[-9.115798  -3.0169961 -5.211825  ...  1.8083094 -4.038143   1.5517962]
30,270,"[ 0.9403661   1.8036335   1.2865444  ...  3.018547   -0.64958084
 -0.90084696]"
31,1466,[-5.3136406 -2.4179013 -2.0709822 ... 13.317294   4.0997396 -1.7380326]
0,236,"[-2.8929725   0.5523394   0.12313749 ...  4.2426457  -0.8690125
  0.49823827]"
1,1659,"[-12.432246    -5.9156523   -5.4478397  ...  12.141416    -0.07340395
   3.5413098 ]"
2,859,"[-9.054119    0.58630025 -5.815622   ... -1.8040695   4.4313364
 -0.5556143 ]"
3,103,[-8.008134   2.335623  -2.8516252 ... -2.0728471  1.8906271 -4.921089 ]
4,27,[-3.8285618  5.845953   2.769564  ... -0.8962804  7.8107543  7.780677 ]
5,995,[-7.9995894  2.1078334  2.0004308 ... -1.480615   1.6649169 -0.8230299]
6,1318,"[ 0.8545215  -0.03958689 -6.2287245  ... -1.6692542   1.7548925
  2.98534   ]"
7,67,[-6.098898  -2.869339   1.9683771 ...  8.46755    6.760259   2.01268  ]
8,60,[-9.567451   2.3669336  3.391567  ...  7.08009    2.2188704  1.6669157]
9,8,"[-12.781259    2.039085    0.6242667 ...   7.688806    5.247966
   3.6836047]"
10,728,[-9.431183  -1.8391386  1.6822939 ...  5.6937995  4.8990045  5.5385275]
11,798,[-1.6146206 -3.4102688 -4.906762  ...  1.9400538  5.0009956 -5.106245 ]
12,1475,"[ 0.35223988  1.1778058  -2.244314   ...  7.6828427   3.953467
 -3.5351243 ]"
13,508,[-8.46672    0.7866377 -1.644599  ...  7.447513   1.775393   5.9604673]
14,485,"[-4.7276077   5.854268   -3.8104675  ... -1.4664026   9.033662
  0.56746805]"
15,59,[ 3.6699646  2.2212064 -8.191039  ... -2.5158765  5.639872  -2.4098213]
16,184,[ 4.301329   2.2647169 -3.3078485 ...  1.5536197  5.810622  -1.580231 ]
17,1061,"[ 0.5367012  -6.271951   -0.42450267 ...  5.341293   -1.9768155
 -2.3010707 ]"
18,87,[-3.4289372  3.7047138 -5.6957283 ... -8.341633   3.0063317  5.8111925]
19,666,"[-5.8508034   0.80032617 -0.4676458  ...  3.1291473   4.8589377
  2.1411326 ]"
20,174,"[-10.80041    -3.8732085  -5.6904917 ...   8.892939    3.7168512
  -1.9986632]"
21,60,"[-3.4555275  -3.1896803  -0.12514393 ...  6.1407685   1.7392654
 -4.3758793 ]"
22,1740,"[-5.5855923   1.7981132  -2.805849   ... -0.5249812   0.02317481
  2.4548597 ]"
23,694,"[-6.8855467   0.99249643 -8.430472   ...  1.7940139  -2.89844
  1.6574748 ]"
24,697,[-4.7666154 -0.8349127 -1.1899182 ... -1.5833484 -5.783914   5.7917833]
25,402,"[ 2.0778975   4.9649215  -0.39365074 ...  9.101911    0.9470097
 -1.5962074 ]"
26,148,"[-5.9529543  -3.2911487   7.157792   ...  5.5521317   2.7358553
  0.30862778]"
27,319,"[-4.99484    -0.70989424  4.3357034  ...  6.085134    1.7282119
  1.1642556 ]"
28,807,"[ -3.205867  -10.477282   -4.7431154 ...   6.949659    4.148353
  -1.0077035]"
29,931,"[ 0.3638821   0.5943131  -5.7455     ...  0.14942554 -3.2062583
 -1.644423  ]"
30,178,[-1.0866476  4.332299  -3.4526484 ... -3.6875577 -3.1873136 -1.5364841]
31,1401,[-7.699169  -1.8206424 -3.9241102 ... 10.260412   3.7526765  2.9211411]
0,25,"[-5.099281   -3.5698934  -5.2120147  ...  2.3339653   0.5651708
  0.44247356]"
1,833,[-3.145828  -7.1383977 -0.6188223 ...  5.978351   1.0570848 -2.542918 ]
2,153,"[-1.1989549e+01  9.5437080e-01 -6.2243547e-05 ... -1.4971278e+00
 -7.9545999e-01  1.3157479e+00]"
3,106,"[-0.7969306   0.69149846 -3.8449671  ...  3.329757   -5.6104493
  1.4617872 ]"
4,153,"[-13.265275    -0.5220893   -0.98652565 ...   3.335182     2.4360197
  -0.44315922]"
5,1301,[-9.91273   -2.9066293  7.6546826 ...  6.350906   1.3461697 -2.4091604]
6,410,[ 1.517672   0.7602344 -1.920787  ... -2.163794   4.198471   4.371456 ]
7,1627,[-3.1534343  0.7438037  2.377815  ...  8.534979   3.5388126 -0.864395 ]
8,947,[ 5.2632837  4.2773237 -6.4985147 ...  5.389356   1.0403066 -1.5403264]
