Index,True Label,Embedding
0,427,"[-0.01310906  0.00159844 -0.00869727 ...  0.00233488  0.00604476
 -0.00758122]"
1,230,"[-0.00255731  0.00741895 -0.00043413 ...  0.01275982  0.00957227
 -0.00033619]"
2,1380,"[-0.01493699 -0.00326401 -0.01020738 ... -0.01010934  0.01563695
  0.00867279]"
3,152,"[-0.01104077 -0.02062589  0.00787849 ... -0.02274728 -0.00158623
 -0.02467269]"
4,179,"[-0.00083928 -0.01185551  0.00151252 ... -0.00150268  0.00327181
  0.00282158]"
5,747,"[-0.0076006   0.00990288 -0.01638824 ...  0.00305334  0.00744219
 -0.0173861 ]"
6,1160,"[-0.01754412 -0.00028085  0.00101755 ... -0.01830626  0.0111064
  0.00365383]"
7,157,"[-0.00673238  0.02517472 -0.00098572 ...  0.02613957 -0.00022176
 -0.02704913]"
8,734,"[-0.02278323 -0.0278348   0.00454529 ... -0.00628331  0.01303309
  0.00142576]"
9,149,"[ 0.04834352 -0.01923051  0.00722637 ...  0.00282914  0.00993029
 -0.00888346]"
10,1137,"[ 0.03338277 -0.0033378   0.0038148  ... -0.00999427 -0.00696706
 -0.00552621]"
11,258,"[ 0.00813149  0.02485032 -0.00994895 ... -0.00371672  0.00909392
 -0.00046424]"
12,72,"[ 0.00352836  0.0268944  -0.00291677 ...  0.00864626  0.00645797
 -0.01042575]"
13,322,"[-0.02338735  0.02876371  0.00669325 ...  0.02342543  0.01940301
 -0.00207311]"
14,98,"[ 0.01093537  0.01786282  0.00285777 ...  0.00550025 -0.00629273
 -0.01175868]"
15,100,"[ 0.0309985   0.09046994 -0.02296112 ... -0.00600676 -0.02687562
 -0.03434422]"
16,72,"[ 0.01274725  0.01019861 -0.00175506 ... -0.0103412  -0.02075655
  0.00312566]"
17,968,"[-0.02195307  0.00249757 -0.00601401 ...  0.0004541   0.00358194
 -0.01456916]"
18,389,"[ 0.01438496 -0.00219575 -0.01964278 ... -0.01107433  0.01190059
  0.05799175]"
19,1804,[0.01451245 0.01345978 0.02030519 ... 0.00921507 0.00340499 0.0129776 ]
20,828,"[ 0.01901066  0.01582929  0.00255945 ...  0.01069557  0.02962815
 -0.00893257]"
21,65,"[ 0.0164263   0.0074573   0.00344453 ... -0.00361249 -0.0029157
 -0.00711908]"
22,1352,"[ 0.0125466  -0.01223307  0.00148698 ...  0.00556588  0.00737892
  0.02362534]"
23,332,"[-0.02495395  0.0158789  -0.00482425 ...  0.00655917  0.01126006
  0.00726768]"
24,102,"[-0.01404027 -0.00883255 -0.01092587 ... -0.01250556 -0.01030603
  0.03085786]"
25,636,"[-0.02505235 -0.00356279  0.0089964  ...  0.00983914  0.0206976
 -0.02008972]"
26,13,"[ 0.08538502  0.01993503 -0.02300656 ... -0.00348717  0.01445614
 -0.01003815]"
27,119,"[ 0.03396676  0.00357409 -0.01212455 ...  0.00452238  0.00148499
 -0.00146257]"
28,3,"[ 0.01374646 -0.01008927 -0.00568995 ...  0.01500976 -0.02534974
  0.00140003]"
29,730,"[ 0.00616585 -0.01130097 -0.01098114 ...  0.00311063  0.00993121
 -0.00967472]"
