Index,True Label,Embedding
0,1711,[-6.2976074  3.2801485 -4.624245  ... -2.9756787 -1.8993632  1.7666924]
1,105,"[-11.857598    -1.5925843   -3.5126138  ...  -0.52398115   0.2697854
   5.4696198 ]"
2,117,[-4.861717   3.6002266  3.8188112 ... -1.9612699 -1.3632762 -2.4855955]
3,147,[ 5.540688  -3.1356566 -4.0850015 ... -7.403236   3.4720755 -3.5477407]
4,881,[-4.73389    3.130218  -2.1043699 ...  3.0089064  3.366035  -0.2585091]
5,842,[-3.401081   8.025065  -2.987211  ... -5.2471433  5.5377045  6.714407 ]
6,459,[-13.77373    5.965408  -9.271879 ...  -8.817102  -7.072313   8.694372]
7,1766,[-0.6547382  1.3927197  1.9325682 ...  1.5887231  1.6549412 -2.54888  ]
8,355,"[-10.124287     0.4800173   -0.28864387 ...   0.35114452   9.787621
  -4.5164933 ]"
9,85,"[ -3.7602217   3.8665724 -10.265594  ...   8.599457    2.2983904
   2.5484383]"
10,675,[11.605364   2.2397208  4.682806  ...  4.3631263  4.4350195 -3.3607411]
11,36,[ 3.3985894  2.7468133 -5.9063935 ... -2.2088773  4.9124093 -1.0160508]
12,240,"[-10.725862    7.7836533  -4.1328883 ...   3.4073558   8.175834
  -4.302602 ]"
13,248,"[-15.512193   -1.0778103  -5.401912  ...  -3.5045297  -4.360637
   1.7434996]"
14,460,"[ 5.3987365  -0.8805674  -5.1591578  ...  2.1928425   0.26599833
 -1.6232123 ]"
15,256,[ 4.88723    1.6570841 -8.784253  ... -1.2299217  3.076376  -2.321927 ]
16,712,"[-10.935138    5.77216     1.2179579 ...   6.220157   14.041314
  -4.572111 ]"
17,591,"[-2.8362458   6.9544334   0.40378138 ... -0.53680277  8.435202
  5.5730057 ]"
18,763,"[-15.791333    0.6923035  -1.82456   ...  -0.3969738  -4.769201
   4.498394 ]"
19,762,"[-13.042507   -2.076942   -5.155565  ...  -6.741765   -1.2020814
   9.031185 ]"
20,128,[-8.122325  -3.4496882 -5.2916145 ... -1.8957545 -4.234826   2.4211624]
21,126,[-3.2859542 -7.1369524 -3.8151739 ...  3.7753823  3.9155054  0.7592885]
22,907,[-1.1493667  5.1417246 -5.233275  ... -1.5115336  2.2097692 -3.0052583]
23,1759,"[-11.931136   -3.194092   -7.6440883 ...   2.2890403  -2.2900016
   0.5376222]"
24,89,[-2.0127172 -6.0132127 -2.0840979 ... -0.1298356 -0.7381466 -1.6790631]
25,367,"[-8.062296   -0.24503978 -2.2764127  ...  2.4416807   1.7325994
  8.82524   ]"
26,1747,"[-0.25145712 -3.186739    4.952003   ...  5.9623704   2.1060638
 -1.451177  ]"
27,102,"[-12.150949     0.81382775  -5.3090425  ...  -2.5536857   -1.4943752
   4.2345657 ]"
28,27,"[ 7.3546414   0.04960163 -9.529372   ... -4.692797    0.9693584
  0.61734563]"
29,473,[ 2.7354338  1.9304577  3.210171  ...  2.9265957  8.186322  -1.2593912]
30,706,"[-14.139676   -2.4037795  -8.341603  ...   1.950306   -1.8669544
   3.1899443]"
31,717,"[ 9.2360735   8.26058    -2.3646116  ... -0.27173984  3.3776565
 -2.5014753 ]"
0,583,"[-3.478171    3.2745366  -0.59404665 ... -1.0841945   1.0551454
 -3.3810592 ]"
1,853,[ 3.1962788 -3.002865  -1.2164716 ...  7.72797    2.9636283  3.2525926]
2,27,[-6.40253    1.9255893 -4.184126  ... 12.661353   3.3927946  3.4367163]
3,7,[ 6.860136   6.811401  -5.03173   ...  5.2565594 -1.8131715  3.8140218]
4,1700,[-6.818005   2.1565733 -2.585193  ...  7.2337875  8.504349   1.2356088]
5,1241,[-6.6075745 -4.5067573 -3.0948095 ... -1.9098133 -4.647559   1.4239335]
6,771,"[-11.397685     1.9397768   -5.355749   ...   3.0669641    0.34309947
  -3.7480874 ]"
7,460,"[-11.976319    4.35163    -3.752285  ...  -7.510929   -0.8960625
   3.3952155]"
8,277,[-7.8199153 -3.683991  -4.788669  ...  6.8818254  4.5834656 -2.4093704]
9,1044,"[-12.480035     4.438222    -6.4862604  ...  -0.10247789  -0.5737331
  -2.1550038 ]"
10,586,"[ 2.6694765  -0.6836585   0.33657876 ...  6.1309805   0.5492592
 -3.2438664 ]"
11,113,[-3.0301802  4.1801043 -6.107187  ... -1.868642  -4.1008906 -2.3471913]
12,914,"[-0.82572126 -3.8737133  -3.7192843  ...  5.3020873  -1.0254688
  2.4617372 ]"
13,63,[ 0.2167832  9.753415   3.3027017 ...  2.2760448 10.999969  -0.9765749]
14,85,"[ -7.648452     0.90556824 -12.000375   ...  -2.8822834    1.2060194
   3.5587497 ]"
15,670,"[ 7.1426945  -0.8344301   0.02453802 ...  3.302528   -0.97864103
  2.075457  ]"
16,706,"[-11.15541     1.0322081  -4.8866987 ...   8.35492    -3.392537
   1.4599507]"
17,972,"[-15.806291     7.574217    -3.3185549  ...   4.4305196   -0.24922061
  -1.3263915 ]"
18,148,"[-16.384626    0.1919095  -1.442916  ...   5.9712386   2.741493
   3.0092888]"
19,88,[-4.7258415  1.7026826  5.3765154 ...  6.741589   6.701615  -2.2255552]
20,652,"[-9.656494    2.5249171   0.42899492 ... -3.6248522  -2.7184339
  1.308018  ]"
21,536,[ 4.124244  -2.4266906 -4.718826  ...  7.5321794  4.4077697 -0.6649492]
22,148,[-6.338781   3.0407183 -5.3942275 ... -9.576654  -8.359765   3.9140031]
23,31,"[-12.076587    4.9900985  -0.7304986 ...  -0.2762193   3.4228327
  -1.2401321]"
24,174,[-4.84471    4.7559476 -4.8215404 ... -7.338149  -0.8413894  4.4983635]
25,59,[ 9.387923   1.2084013 -4.3449664 ... -7.403692   6.3140287 -4.4372597]
26,563,[-3.1851978 -4.550213   3.3643823 ... 17.442972   7.501796   3.0322917]
27,60,[-1.5111965  1.7259136 -9.308068  ...  2.2115755  3.4194412  2.2423768]
28,170,[-4.041311  -3.413025   9.183154  ... 17.336634   5.867923  -0.9313222]
29,776,"[ 1.3910282e+01 -2.4297984e+00 -2.5345101e-03 ...  9.4206238e+00
  2.1267867e+00 -1.0689774e+00]"
30,1347,"[-1.030815    7.9740467   0.27463034 ... -2.044479    0.05755925
 -0.61182857]"
31,126,"[-1.31967535e+01  3.32794547e+00 -3.91059756e+00 ...  9.93382186e-03
  7.35675621e+00  4.38097477e+00]"
0,1050,"[ 5.849232    4.3946247  -1.7659702  ...  0.87614256  2.191211
  3.287243  ]"
