Index,True Label,Embedding
0,34,"[-0.01053771 -0.00633172  0.00306318 ...  0.00792741 -0.01060555
 -0.02900293]"
1,47,"[ 0.01914603 -0.01597191 -0.00202763 ... -0.02741776 -0.02436542
 -0.01691919]"
2,204,"[-0.00635237 -0.00408386 -0.00376286 ... -0.03150927 -0.03619891
  0.00374672]"
3,111,"[-0.00139614  0.01801066  0.00763731 ... -0.00088328 -0.01771029
  0.01399661]"
4,202,"[-0.01130334 -0.01602244  0.00116315 ... -0.01085282 -0.04175164
 -0.01427254]"
5,141,"[ 0.01310464 -0.0040492  -0.00140958 ... -0.03584198 -0.06645859
  0.05689375]"
6,208,"[-0.02264439  0.00067014  0.00237536 ...  0.02792016 -0.01091672
 -0.02681829]"
7,184,"[-0.0046922  -0.01113371 -0.01695976 ...  0.0055483  -0.0271901
 -0.02721689]"
8,76,"[-0.0190111  -0.02432596  0.05255878 ... -0.03208544 -0.05532572
 -0.01844129]"
9,30,"[-0.05357994  0.01125218 -0.00800744 ... -0.06597142 -0.01834158
  0.03110142]"
10,201,"[-0.02559823  0.00491965  0.01596098 ... -0.04058068 -0.03136772
  0.01241633]"
11,130,"[-0.01795443 -0.00619976  0.0265786  ... -0.01457672 -0.03144759
 -0.00159606]"
12,118,"[-0.04958003 -0.01206139  0.00082202 ...  0.0043018  -0.02237312
  0.01601527]"
13,203,"[-0.00481406  0.04785779 -0.00850545 ... -0.03202377 -0.02297175
  0.02042429]"
14,182,"[-0.03265526 -0.03163053  0.0080607  ... -0.01256933 -0.05926295
  0.01716908]"
15,15,"[ 0.00033934  0.00837854 -0.03229494 ...  0.02799724 -0.02570458
  0.00498032]"
16,3,"[ 0.01677424 -0.01615614 -0.03643719 ...  0.03628639 -0.00440196
 -0.01470326]"
17,152,"[ 0.00353685 -0.01087307  0.00261934 ... -0.04607479 -0.05534082
 -0.00772116]"
18,138,"[ 0.01294794  0.00591997  0.02567198 ... -0.02251965 -0.07695819
 -0.01972093]"
19,150,"[-0.00348486 -0.03282867 -0.00969865 ...  0.03587288 -0.01272496
 -0.00855738]"
20,99,"[ 0.04124456 -0.01941434  0.00914023 ... -0.01785921 -0.02340413
 -0.00374027]"
21,165,"[-0.00506481 -0.00729723 -0.00341469 ...  0.01387947 -0.01683393
  0.02060932]"
22,107,"[ 0.0246307  -0.00025352  0.02417158 ... -0.02390538 -0.06746229
  0.00836232]"
23,29,"[-0.02512762 -0.03378722  0.00114596 ...  0.0122275  -0.03731864
  0.01362663]"
24,82,"[-0.03612285 -0.03055675 -0.01679538 ... -0.00584362 -0.03806995
 -0.00111314]"
25,135,"[-0.01754526  0.02103801 -0.0414387  ... -0.07651088 -0.01460479
  0.01083162]"
26,159,"[ 0.03325569  0.00567281  0.00830385 ... -0.01076886 -0.03966715
 -0.00017515]"
27,171,"[-0.00707182 -0.00015099  0.00019594 ...  0.02412847 -0.03137631
  0.01513471]"
28,117,"[ 0.01505037  0.00828038 -0.01343909 ...  0.02019083 -0.02135118
 -0.00132431]"
29,156,"[ 0.01421042  0.01965325  0.00061871 ... -0.04028169 -0.01812875
 -0.00665968]"
30,190,"[-0.01443616 -0.00963854  0.012561   ...  0.02029438 -0.03532942
  0.02921081]"
31,200,"[ 0.00069844  0.01659647 -0.00393486 ...  0.02929235 -0.01983678
  0.01362405]"
0,81,"[-0.03037277 -0.00601441  0.02631072 ... -0.0443565  -0.04736238
  0.02196701]"
1,9,"[-0.01896721  0.00471746  0.00102268 ... -0.01030423 -0.04143959
  0.01489518]"
2,167,"[-0.0211303  -0.00654604 -0.00365737 ... -0.04446621 -0.04278488
  0.00963407]"
3,192,"[-0.01831568  0.00695356  0.05961866 ... -0.01602707 -0.06813201
 -0.00557291]"
