Index,True Label,Embedding
0,192,[ 3.2961729  3.4269133  0.712669  ...  1.8150816  2.268291  -3.628677 ]
1,198,[ 2.2207267  5.4673834 -4.076023  ...  4.6991963  4.8828173 -2.3145242]
2,212,[ 8.483847  -1.8656678 -3.5378988 ...  1.3197538  4.2920213 -1.6610302]
3,38,[ 1.836394   2.893403  -5.4596744 ...  2.0447195 -0.8595509 -4.894361 ]
4,170,[ 1.0028367  6.471365  -3.9875453 ...  2.6825216  6.6313996 -1.3169001]
5,129,[-2.8396509  1.1654462 -6.2381907 ...  6.836937   1.5392034  1.5853277]
6,100,"[-1.4291086e+00  3.2403195e+00 -5.2290549e+00 ...  4.3057156e+00
  3.3727903e-03 -7.4539173e-01]"
7,132,[ 9.729032  -1.4857576 -5.4626    ...  4.520701   2.8962288 -1.9828427]
8,112,[ 3.4482818  6.105443  -4.7290382 ...  2.60311    5.7015185 -1.9639473]
9,103,[ 1.4082309  4.157531  -4.802251  ...  4.84672    2.1043615 -2.1700995]
10,36,[ 1.7047273  1.355477  -2.5377676 ...  8.257743   8.863804  -1.4968789]
11,39,[ 5.2190914  1.1387515  0.1640716 ...  3.8996034  4.987761  -2.177535 ]
12,153,[ 2.6286871  8.195407  -4.0305767 ...  0.1258164 -1.0747656 -4.425105 ]
13,173,[-0.898116   2.0203736 -4.7779336 ...  2.7903957 -0.0063132 -4.661612 ]
14,21,[ 2.1728623  4.6535215 -3.5654027 ...  2.3647134  3.5389795 -3.4531474]
15,110,[ 1.9782687  1.5675327 -4.745029  ...  3.460521   2.1227202 -1.3054496]
16,104,"[ 7.049208   -1.5125551  -5.1010027  ...  0.33662128  3.471302
 -2.008764  ]"
17,52,"[ 2.318381    0.28668976 -4.3475604  ...  1.0854257   1.903228
 -1.8323965 ]"
18,177,"[ 0.44707933  5.780975   -7.3151226  ...  0.30325672  0.60758483
 -5.46609   ]"
19,105,[ 1.3100363  2.500833  -7.9924455 ...  2.5621483  1.4434018 -4.7568483]
20,18,"[ 7.6350436   1.8282062  -4.229766   ...  6.0162516  -0.89420027
 -3.5809193 ]"
21,62,[ 2.2893417  2.7132049 -7.8412395 ...  3.9627764  2.43535   -3.8001702]
22,211,[ 7.5009766  2.23821   -4.943092  ...  7.348489   6.0064445 -1.2910833]
23,181,"[ 2.398874    3.2667222  -0.05876903 ...  2.8599648   3.482335
 -2.5887773 ]"
24,17,"[ 1.7769629   1.7964605  -7.376088   ... -0.50825906 -0.6507324
 -5.5246468 ]"
25,14,[ 1.9223789  2.2169936 -3.7558424 ...  6.469522  -0.5189365 -3.544991 ]
26,72,"[ 2.4214385   8.267577   -4.5033035  ... -0.17652762 -1.1536329
 -4.885536  ]"
27,44,"[ 5.662073    1.962985    0.09890895 ...  0.7542604   4.6018414
 -3.899297  ]"
28,131,"[ 3.1831994   2.3008485  -6.5654163  ...  7.8043666   3.3772628
  0.22399768]"
29,143,"[ 1.9568194   1.9260951  -5.5153747  ... 10.579038    0.09660295
 -2.2319176 ]"
30,160,[-0.9853833  1.980617  -4.8037863 ... -0.4196294 -1.3806005 -5.1461573]
31,51,"[ 1.309405    1.140355   -3.397658   ...  3.7281866  -0.79055613
 -4.120398  ]"
0,97,[ 4.904392   1.5238192 -3.9607222 ...  4.509199  -1.4430671 -4.406735 ]
1,179,[ 3.0322104  5.4150524 -3.9172876 ...  3.3540328  6.827811  -2.0654318]
2,185,"[ 7.340034    1.705208   -0.18513444 ...  3.7537074   5.1462207
 -2.9835744 ]"
3,16,"[ 2.7004523   7.6911726  -5.108707   ... -0.39528793 -1.602769
 -4.634922  ]"
