Index,True Label,Embedding
0,1087,"[ 0.05490074 -0.04814977  0.02870467 ... -0.01223224  0.05467455
 -0.04994997]"
1,852,"[-0.01853113 -0.01893787  0.03514317 ... -0.02927893  0.01879902
  0.05474985]"
2,190,"[ 0.04227114 -0.03221003 -0.11128869 ...  0.01642739 -0.08578311
 -0.019736  ]"
3,132,"[ 0.04807113 -0.01105734 -0.13441563 ...  0.01160104 -0.06163985
 -0.03090538]"
4,629,"[-0.0165775   0.03558673  0.08228235 ... -0.01821433 -0.04558682
 -0.0540592 ]"
5,494,"[-0.07402406  0.05908664 -0.06920902 ...  0.08391985 -0.04474445
 -0.07661887]"
6,58,"[ 0.04562969  0.05205711 -0.10517317 ... -0.05006824 -0.07071036
 -0.02172276]"
7,78,"[ 0.006669   -0.06294853 -0.07014768 ...  0.00299182  0.06944908
  0.01261008]"
8,1382,"[-0.03045788  0.16092654  0.11065383 ...  0.05506814  0.09562364
  0.02587259]"
9,157,"[-0.01090304 -0.02953199 -0.00318378 ... -0.1718426  -0.06311055
 -0.12591743]"
10,1478,"[-0.07389518 -0.07287522 -0.02564023 ...  0.11898934  0.07674553
  0.0455234 ]"
11,34,"[ 0.05053221 -0.10801298  0.02091218 ... -0.00217108 -0.04913889
 -0.03260165]"
12,654,"[ 0.0958021  -0.03505274  0.08166687 ...  0.15095143 -0.02285124
 -0.02042629]"
13,263,"[-0.08758963  0.09109838 -0.03613857 ...  0.04466311 -0.01934903
  0.01242287]"
14,1364,"[-0.13867782  0.01664105  0.02148667 ...  0.04391393 -0.07567967
 -0.0578408 ]"
15,599,"[-0.00731808 -0.07335248 -0.03135369 ...  0.01334579  0.00257376
  0.00123114]"
16,1669,"[-0.04891758 -0.01537165  0.0794981  ... -0.01958774  0.04348016
  0.01279042]"
17,66,"[-0.00680816 -0.00397862 -0.03152372 ...  0.08867346  0.06036321
  0.01722536]"
18,58,"[-0.05688284 -0.01305535  0.02223957 ...  0.05941067 -0.05589994
 -0.0140551 ]"
19,1466,"[-0.00999772  0.05931909 -0.02629405 ...  0.08321211 -0.02931478
  0.00653208]"
20,9,"[ 0.04652315  0.01821803  0.06248498 ...  0.00643587 -0.01118516
  0.00336588]"
21,117,"[ 0.00478209 -0.01931031  0.0857954  ... -0.00326221  0.04196721
  0.00129612]"
22,132,"[-0.01174054 -0.01409143 -0.01938113 ...  0.00766094 -0.00075188
 -0.02349505]"
23,1589,"[ 0.05771616  0.00155307  0.03322712 ... -0.05530126 -0.0484968
 -0.0248962 ]"
24,999,"[-0.10695935 -0.0886695   0.02140025 ...  0.31044567 -0.02718646
 -0.06507771]"
25,876,"[-0.06100983 -0.00436689 -0.10057382 ...  0.05814503  0.06735394
 -0.09289175]"
