Index,True Label,Embedding
0,360,"[-0.02710716  0.00473188 -0.0554743  ...  0.12377361 -0.07264087
 -0.08988038]"
1,6,"[ 0.04012735  0.08122049 -0.05077054 ...  0.11753793  0.04807813
 -0.00204794]"
2,12,"[ 0.01998383 -0.1376938  -0.09683114 ...  0.14024675  0.21306802
 -0.07699329]"
3,251,"[ 0.14920847 -0.0062344   0.05126767 ... -0.0793592  -0.03463924
  0.04479989]"
4,172,"[-0.0322184   0.07824387 -0.03446629 ... -0.02813168  0.02202135
 -0.01694355]"
5,370,"[-0.21461153 -0.01409679 -0.05977361 ...  0.10180248  0.13240863
 -0.04413411]"
6,138,"[-0.03668404  0.03350016  0.00398029 ...  0.02662991 -0.04740196
 -0.01817793]"
7,455,"[ 0.02391393 -0.02652676  0.02364557 ... -0.03740934  0.05549258
 -0.01796962]"
8,156,"[ 0.00868526 -0.07502541 -0.03035288 ...  0.19230105  0.09317609
  0.00540093]"
9,271,"[-0.00454892 -0.04282829  0.05448041 ...  0.11949425  0.03090032
  0.0205403 ]"
10,447,"[-0.00618417  0.01435734 -0.04458959 ...  0.11608269  0.03706289
  0.03198012]"
11,449,"[-0.05155735  0.00866252  0.01486451 ...  0.09480899  0.04446278
 -0.02797978]"
12,327,"[-0.09825797  0.0718037  -0.0071917  ...  0.15906985  0.06831596
  0.12067465]"
13,166,"[ 0.06862923  0.0632477  -0.06630065 ...  0.08517451  0.01752516
 -0.07671013]"
14,112,"[-0.01111023 -0.01716991  0.13878709 ... -0.04435103  0.19402687
 -0.03039273]"
15,244,"[-0.01638514  0.07813198 -0.03293065 ...  0.36752468  0.07419738
 -0.05570366]"
16,238,"[-0.09877261 -0.08983171 -0.05123385 ...  0.03375338  0.04377648
 -0.13016506]"
17,317,"[ 0.10184938 -0.04955231 -0.01399714 ...  0.08395245 -0.04145929
 -0.12244665]"
18,78,"[-0.01273894 -0.15864395 -0.03069764 ...  0.031114   -0.05299407
  0.02064306]"
19,102,"[-0.0230283  -0.015724    0.0640917  ...  0.20661195 -0.03802762
  0.05148797]"
20,355,"[ 0.01281976  0.03879737  0.02321258 ...  0.20882298 -0.02321346
 -0.16553514]"
21,283,"[-0.1500145  -0.00991386 -0.03452444 ...  0.07676696  0.14060916
  0.04632687]"
22,356,"[-0.00441259 -0.09247989 -0.08718529 ...  0.07763357  0.01875531
 -0.01416578]"
23,289,"[ 0.01666817 -0.00727166 -0.02399705 ...  0.138323    0.01210894
 -0.05931877]"
24,354,[0.02651828 0.03829856 0.01060505 ... 0.11286411 0.02285218 0.07181224]
25,423,"[-0.10283878 -0.07258218 -0.18598568 ...  0.15673918 -0.07778752
 -0.17189576]"
26,223,"[-0.02732587 -0.0879159   0.052318   ...  0.03327319  0.05567618
  0.03399186]"
27,384,"[-0.03543584  0.04662263  0.08867322 ...  0.02093121  0.08688758
 -0.01039806]"
28,270,"[ 0.00076949 -0.02752388  0.08743061 ... -0.02799208 -0.03520325
 -0.0099787 ]"
29,26,"[ 0.01343539  0.04047717 -0.05981499 ... -0.02814352  0.02961398
 -0.03237252]"
30,98,"[ 0.06037815  0.0197144   0.04716754 ...  0.01034856  0.00740662
 -0.06743382]"
31,437,"[-0.13311814 -0.01060665 -0.01528049 ... -0.07756144  0.01905373
 -0.05033394]"
0,396,"[-0.08144686 -0.00807181 -0.04256573 ...  0.19247015 -0.0865742
 -0.047061  ]"
