Index,True Label,Embedding
0,1022,"[-0.01144806  0.01769373 -0.05330051 ... -0.06692832 -0.03457304
 -0.03573966]"
1,1423,"[-0.12071968  0.08410423  0.00585782 ...  0.04521653 -0.09262006
  0.02198583]"
2,329,"[-0.01607651 -0.00793032 -0.0363506  ...  0.07165641  0.11502411
  0.02054473]"
3,660,"[ 0.07138301 -0.04959007 -0.03198101 ... -0.00829752 -0.00711822
  0.04633644]"
4,372,"[ 0.03427586 -0.00402509  0.0202534  ... -0.0372765   0.04964143
  0.01155723]"
5,1514,"[-0.03708966 -0.10572384  0.04930512 ...  0.04837922  0.03305073
 -0.05114042]"
6,65,"[ 0.11540269 -0.01954772 -0.00325337 ...  0.06391082 -0.04182759
 -0.01815402]"
7,1227,"[ 0.0227559  -0.03972741  0.00616655 ...  0.00631076 -0.08027239
 -0.08404876]"
8,1414,"[-0.0122844  -0.05852384  0.01756504 ...  0.05642629 -0.03796588
  0.01910566]"
9,669,"[ 0.12058315 -0.00292008  0.02057353 ...  0.01238907 -0.11208563
 -0.02742389]"
10,1409,"[ 0.0383122   0.10091973  0.00492133 ...  0.02316977  0.10055052
 -0.02306119]"
11,39,"[ 0.05017635 -0.01057257 -0.07515755 ... -0.03771949 -0.10025086
 -0.0106311 ]"
12,1023,"[ 0.27396324 -0.06636598  0.06745064 ...  0.05782975  0.00251934
  0.1433672 ]"
13,282,"[-0.08924886 -0.05339013  0.01927057 ...  0.04423149  0.08520633
 -0.05388181]"
14,1148,"[ 0.06193917  0.01706058 -0.0031238  ...  0.00828348 -0.03661622
  0.02748582]"
15,73,"[ 0.03588384 -0.07567289  0.00249397 ...  0.07177118  0.11247572
 -0.13516662]"
16,3,"[ 0.06397033 -0.03868775  0.02592961 ...  0.04029964  0.00941653
  0.01190044]"
17,356,"[ 0.21133007 -0.02017283 -0.13292474 ... -0.01325252 -0.09606916
  0.05169925]"
18,4,"[ 0.05878934 -0.03534975  0.01364257 ...  0.04150357  0.00110812
  0.03662645]"
19,460,"[ 0.01188634 -0.02588068 -0.02660924 ...  0.0871883  -0.05347522
  0.01943383]"
20,532,"[-0.10178307 -0.00870252 -0.02121846 ...  0.09423494 -0.10400059
 -0.02666322]"
21,1728,"[ 0.12859865 -0.06107925 -0.04621523 ...  0.03781035  0.09478097
  0.0111771 ]"
22,84,"[-0.07746636 -0.06561957 -0.01784287 ... -0.01591472 -0.04439366
  0.02249563]"
23,213,"[ 0.10724945 -0.03868851 -0.07492851 ... -0.04692887 -0.01271888
 -0.01928109]"
24,1356,"[ 0.02015104 -0.06573413 -0.01172692 ...  0.04788325  0.1132607
  0.01944321]"
25,1478,"[-0.05880518  0.00603858  0.00048605 ... -0.04142693  0.00474081
 -0.00188006]"
26,1153,"[-0.01312363  0.00861778 -0.02359212 ...  0.06723727  0.0272922
  0.02084599]"
27,260,"[-0.19521196 -0.00104874  0.00287206 ...  0.0176681   0.14578414
  0.00051591]"
28,704,"[ 0.11290544 -0.01236287 -0.10684871 ...  0.06424049 -0.13007385
  0.05783785]"
29,106,"[-0.01083059  0.02172574  0.00743733 ...  0.11040904 -0.04876955
 -0.00312933]"
30,1040,"[ 0.02012952 -0.08573408  0.09640352 ...  0.08380906 -0.03460189
  0.007466  ]"
31,250,"[-0.0604952   0.06851912  0.03576167 ...  0.05313934  0.05882747
 -0.08914458]"
0,1512,"[-0.03125617 -0.07729874 -0.0850407  ...  0.05978866 -0.0796207
 -0.09872188]"
1,1530,"[ 0.01713854 -0.04198535  0.02325637 ...  0.05799624  0.00440776
 -0.02131531]"
2,392,"[ 0.08534084 -0.06441337 -0.10453584 ...  0.15925904 -0.10361826
 -0.08631069]"
3,60,"[ 0.08690367  0.08904008  0.04521615 ... -0.05446915 -0.14731151
  0.10627999]"
4,550,"[ 0.13321899 -0.00942884 -0.02744665 ...  0.10284165  0.04187333
 -0.04665554]"
5,539,"[ 0.05115854 -0.06781109 -0.01619034 ... -0.0522228   0.09484013
 -0.06392492]"
6,165,"[ 0.07458049 -0.05041404  0.05427668 ...  0.10250065  0.04090203
 -0.03262342]"
7,422,"[ 0.05120942  0.00049366 -0.09720078 ...  0.04364054 -0.02994845
 -0.00123133]"
8,684,"[-0.01656145  0.13306859 -0.08587533 ... -0.00843476 -0.00832103
  0.0585802 ]"
9,1388,"[-0.12165435 -0.06820437  0.01205576 ... -0.08833749 -0.1238649
  0.19721498]"
10,668,"[ 0.06218204  0.00767282  0.0063423  ...  0.08901513  0.04717927
 -0.03494411]"
11,572,"[ 0.01369513 -0.05661169 -0.04056547 ... -0.0062674   0.16179
 -0.05078056]"
12,628,"[-0.03432928 -0.08361475  0.06828801 ...  0.01979967 -0.06344115
 -0.02394984]"
13,106,"[ 0.02626255 -0.05715708 -0.01902368 ...  0.02757782 -0.09489197
 -0.01782304]"
14,1149,"[-0.09176596 -0.05516761 -0.06560015 ...  0.1593241  -0.11522805
 -0.06760352]"
15,229,"[-0.08433202  0.07025979  0.05686898 ...  0.01341634  0.03090794
 -0.09532117]"
16,814,"[ 0.07225444 -0.05159839 -0.10074057 ...  0.10919482 -0.02804279
 -0.00175148]"
17,825,"[-0.01833258 -0.00159875 -0.03358876 ...  0.04187012 -0.05510499
 -0.04985313]"
18,327,"[ 0.01431162 -0.06151599  0.02459038 ...  0.0382817   0.02797811
  0.00753036]"
19,163,"[-0.06247165 -0.01949308 -0.00702402 ... -0.05720612  0.00178357
 -0.0192008 ]"
20,180,"[-0.0391718  -0.00472363  0.01643866 ... -0.01695078 -0.07275606
  0.01105454]"
21,1027,"[-0.10940686 -0.02678454 -0.06847095 ... -0.03245145  0.00585915
  0.07918075]"
22,454,"[ 0.03271655  0.04993638 -0.09497885 ...  0.05581445  0.06372311
 -0.09773758]"
23,4,"[-0.13642295 -0.01234921 -0.16995376 ...  0.01570793 -0.09145901
 -0.04498794]"
24,331,"[ 0.1814305   0.00545474  0.13029869 ... -0.04040455  0.07249954
  0.01259529]"
25,118,"[-0.06951459  0.03418078 -0.04560905 ...  0.05096876 -0.04151881
 -0.0838546 ]"
26,1652,"[ 0.07521234 -0.10990603 -0.01671037 ... -0.03238995  0.0450366
 -0.04574233]"
27,1232,"[-0.0773104   0.05230508 -0.13610852 ...  0.05023495 -0.00876382
  0.07434801]"
